level_id,object_key,object_type,relevance_class,relevance_score,solvability_changed,winning_first_action_change,strategy_family_change,dependency_graph_change,polarity_transition_change,meaningful_decision_change,ordering_constraint_change,line_of_sight_change,cancellation_change,route_structure_change,analysis_complete
"d2-v5-medium-114","magnet:m2","MAGNET","IRRELEVANT","0.0167","false","0.0","0.0","0.0","0.0","0.0","0.0","0.1667","0.0","0.0","true"
"d2-v5-medium-114","magnet:m3","MAGNET","LOW","0.0333","false","0.0","0.0","0.0","0.0","0.0","0.0","0.3333","0.0","0.0","true"
"d2-v5-medium-114","wall:1,8","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-medium-114","wall:2,4","WALL","IRRELEVANT","0.0038","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-medium-114","wall:3,2","WALL","HIGH","0.5073","false","0.25","0.25","0.5","0.4286","0.5","1.0","0.2857","1.0","0.7143","true"
"d2-v5-medium-114","wall:3,5","WALL","CRITICAL","1.0","true","1.0","1.0","0.1667","0.5","0.0","1.0","0.1667","0.0","0.25","true"
"d2-v5-medium-114","wall:4,4","WALL","IRRELEVANT","0.0205","false","0.0","0.0","0.0","0.0","0.0","0.0","0.1667","0.0","0.0","true"
"d2-v5-medium-114","wall:5,5","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-medium-114","wall:6,3","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-master-115","arrow:a1","ARROW","HIGH","0.3772","false","0.3333","0.0","0.1429","0.5","0.5","0.5714","0.3333","1.0","0.0","true"
"d2-v5-master-115","arrow:a2","ARROW","CRITICAL","1.0","true","1.0","1.0","0.8","1.0","1.0","1.0","0.3333","0.8","0.0","true"
"d2-v5-master-115","arrow:a3","ARROW","MEDIUM","0.1586","false","0.0","0.3333","0.0","0.5","0.0","0.2857","0.0","0.4","0.0","true"
"d2-v5-master-115","arrow:a4","ARROW","HIGH","0.3594","false","0.0","0.0","0.3","1.0","0.5","0.5714","0.0","0.0","0.5","true"
"d2-v5-master-115","arrow:a5","ARROW","MEDIUM","0.1586","false","0.0","0.3333","0.0","0.5","0.0","0.2857","0.0","0.4","0.0","true"
"d2-v5-master-115","magnet:m1","MAGNET","MEDIUM","0.2364","false","0.5","0.0","0.1304","0.2","0.0","0.5714","0.25","0.2","0.2857","true"
"d2-v5-master-115","magnet:m2","MAGNET","HIGH","0.5717","false","0.4","0.4","0.7778","0.5","0.5","1.0","0.3333","0.375","0.8","true"
"d2-v5-master-115","magnet:m3","MAGNET","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-master-115","wall:3,6","WALL","IRRELEVANT","0.0167","false","0.0","0.0","0.0","0.0","0.0","0.0","0.1667","0.0","0.0","true"
"d2-v5-master-115","wall:5,6","WALL","IRRELEVANT","0.0167","false","0.0","0.0","0.0","0.0","0.0","0.0","0.1667","0.0","0.0","true"
"d2-v5-easy-116","arrow:a1","ARROW","HIGH","0.4671","false","0.3333","0.0","0.4286","1.0","0.5","1.0","0.0","0.0","0.0","true"
"d2-v5-easy-116","arrow:a2","ARROW","MEDIUM","0.1433","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.0","0.0","true"
"d2-v5-easy-116","arrow:a3","ARROW","MEDIUM","0.1517","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.0","0.0","true"
"d2-v5-easy-116","arrow:a4","ARROW","HIGH","0.3849","false","0.0","0.0","0.2","1.0","0.5","1.0","0.0","0.0","0.2","true"
"d2-v5-easy-116","arrow:a5","ARROW","MEDIUM","0.1211","false","0.0","0.0","0.0","0.0","0.5","0.0","0.25","0.0","0.0","true"
"d2-v5-easy-116","magnet:m1","MAGNET","IRRELEVANT","0.025","false","0.0","0.0","0.0","0.0","0.0","0.0","0.25","0.0","0.0","true"
"d2-v5-easy-116","magnet:m2","MAGNET","CRITICAL","1.0","true","1.0","1.0","0.8333","1.0","1.0","1.0","0.5","0.0","0.5714","true"
"d2-v5-easy-116","wall:4,3","WALL","LOW","0.0428","false","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0.0","0.0","true"
"d2-v5-easy-116","wall:5,5","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-easy-116","wall:6,4","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-easy-116","wall:6,7","WALL","HIGH","0.4671","false","0.25","0.25","0.3667","0.5","0.3333","1.0","0.4","1.0","0.4545","true"
"d2-v5-easy-116","wall:6,8","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-hard-117","arrow:a1","ARROW","HIGH","0.64","false","0.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","true"
"d2-v5-hard-117","arrow:a2","ARROW","HIGH","0.63","false","0.3333","0.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","true"
"d2-v5-hard-117","arrow:a3","ARROW","MEDIUM","0.1459","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.0","0.0","true"
"d2-v5-hard-117","arrow:a4","ARROW","MEDIUM","0.1459","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.0","0.0","true"
"d2-v5-hard-117","magnet:m1","MAGNET","CRITICAL","1.0","true","1.0","1.0","0.1667","0.5","0.0","1.0","0.0","0.0","0.25","true"
"d2-v5-hard-117","magnet:m2","MAGNET","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-hard-117","magnet:m3","MAGNET","CRITICAL","1.0","true","1.0","1.0","0.9","1.0","1.0","1.0","0.0","0.0","0.6667","true"
"d2-v5-hard-117","wall:2,1","WALL","HIGH","0.5187","false","0.25","0.25","0.5","0.4286","0.5","1.0","0.4","1.0","0.7143","true"
"d2-v5-hard-117","wall:4,4","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-hard-117","wall:5,5","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-hard-117","wall:6,4","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-easy-118","arrow:a1","ARROW","CRITICAL","1.0","true","1.0","1.0","0.1","0.7895","0.5","1.0","0.2","0.75","0.0","true"
"d2-v5-easy-118","arrow:a2","ARROW","MEDIUM","0.2387","false","0.0","0.0","0.0526","0.6842","0.5","0.3333","0.0","0.25","0.0","true"
"d2-v5-easy-118","arrow:a3","ARROW","MEDIUM","0.3291","false","0.3333","0.0","0.0909","0.3684","0.0","1.0","0.2","1.0","0.0","true"
"d2-v5-easy-118","arrow:a4","ARROW","HIGH","0.472","false","0.0","0.3333","0.3333","0.7895","0.5","1.0","0.1667","1.0","0.25","true"
"d2-v5-easy-118","arrow:a5","ARROW","MEDIUM","0.2766","false","0.0","0.3333","0.087","0.8421","0.0","0.6667","0.0","0.5","0.0","true"
"d2-v5-easy-118","magnet:m1","MAGNET","HIGH","0.3836","false","0.25","0.25","0.4483","0.1579","0.5","1.0","0.2","0.0","0.5","true"
"d2-v5-easy-118","magnet:m2","MAGNET","LOW","0.0916","false","0.0","0.0","0.0645","0.3684","0.0","0.0","0.1667","0.2","0.0","true"
"d2-v5-easy-118","magnet:m3","MAGNET","MEDIUM","0.1958","false","0.0","0.0","0.0667","0.2083","0.0","1.0","0.1667","0.25","0.0","true"
"d2-v5-medium-119","arrow:a1","ARROW","MEDIUM","0.3491","false","0.3333","0.0","0.2727","0.75","0.0","1.0","0.0","0.0","0.0","true"
"d2-v5-medium-119","arrow:a2","ARROW","MEDIUM","0.3127","false","0.0","0.0","0.2","0.75","0.0","1.0","0.0","0.0","0.3333","true"
"d2-v5-medium-119","arrow:a3","ARROW","MEDIUM","0.2178","false","0.0","0.3333","0.0833","0.75","0.0","0.3333","0.0","0.0","0.0","true"
"d2-v5-medium-119","arrow:a4","ARROW","MEDIUM","0.2217","false","0.0","0.3333","0.0833","0.75","0.0","0.3333","0.0","0.0","0.0","true"
"d2-v5-medium-119","magnet:m1","MAGNET","HIGH","0.3509","false","0.3333","0.3333","0.2273","0.375","0.5","0.3333","0.5","0.0","0.4286","true"
"d2-v5-medium-119","magnet:m2","MAGNET","MEDIUM","0.3194","false","0.25","0.25","0.1429","0.3333","0.5","1.0","0.0","0.0","0.1667","true"
"d2-v5-medium-119","wall:5,3","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-120","arrow:a1","ARROW","MEDIUM","0.2821","false","0.5","0.0","0.0","0.5","0.5","0.0","0.0","1.0","0.0","true"
"d2-v5-expert-120","arrow:a2","ARROW","HIGH","0.3855","false","0.0","0.0","0.2857","0.75","0.5","1.0","0.0","0.0","0.3333","true"
"d2-v5-expert-120","arrow:a3","ARROW","MEDIUM","0.1751","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.5","0.0","true"
"d2-v5-expert-120","arrow:a4","ARROW","HIGH","0.361","false","0.3333","0.0","0.3333","0.5","0.5","0.0","0.1429","1.0","0.3333","true"
"d2-v5-expert-120","arrow:a5","ARROW","MEDIUM","0.1751","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.5","0.0","true"
"d2-v5-expert-120","magnet:m1","MAGNET","IRRELEVANT","0.0222","false","0.0","0.0","0.0","0.0","0.0","0.0","0.2222","0.0","0.0","true"
"d2-v5-expert-120","magnet:m2","MAGNET","MEDIUM","0.3467","false","0.25","0.25","0.4872","0.5152","0.0","0.25","0.4167","0.6667","0.5","true"
"d2-v5-expert-120","magnet:m3","MAGNET","IRRELEVANT","0.0178","false","0.0","0.0","0.0","0.0","0.0","0.0","0.125","0.0","0.0","true"
"d2-v5-expert-120","magnet:m4","MAGNET","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-120","magnet:m5","MAGNET","HIGH","0.4172","false","0.25","0.25","0.3333","0.25","0.5","1.0","0.0","1.0","0.4286","true"
"d2-v5-expert-120","magnet:m6","MAGNET","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-120","wall:2,6","WALL","MEDIUM","0.2094","false","0.4","0.4","0.087","0.3333","0.0","0.0","0.1111","1.0","0.0","true"
"d2-v5-expert-120","wall:7,5","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-hard-121","arrow:a1","ARROW","HIGH","0.3915","false","0.0","0.0","0.2857","0.8","0.5","1.0","0.0","0.0","0.3333","true"
"d2-v5-hard-121","arrow:a2","ARROW","MEDIUM","0.2032","false","0.0","0.5","0.0","0.5","0.0","0.5","0.0","0.5","0.0","true"
"d2-v5-hard-121","arrow:a3","ARROW","HIGH","0.486","false","0.6667","0.3333","0.1111","0.6","0.5","1.0","0.0","1.0","0.0","true"
"d2-v5-hard-121","arrow:a4","ARROW","HIGH","0.4647","false","0.3333","0.3333","0.2","0.6","0.5","1.0","0.0","1.0","0.0","true"
"d2-v5-hard-121","magnet:m1","MAGNET","IRRELEVANT","0.0167","false","0.0","0.0","0.0","0.0","0.0","0.0","0.1667","0.0","0.0","true"
"d2-v5-hard-121","magnet:m2","MAGNET","IRRELEVANT","0.0026","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-hard-121","magnet:m3","MAGNET","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-hard-121","magnet:m4","MAGNET","CRITICAL","1.0","true","1.0","1.0","0.8947","1.0","1.0","1.0","0.0","1.0","0.7143","true"
"d2-v5-hard-121","wall:1,4","WALL","HIGH","0.4899","false","0.5","0.5","0.4545","0.2","0.5","1.0","0.2","1.0","0.4286","true"
"d2-v5-medium-122","arrow:a1","ARROW","MEDIUM","0.1459","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.0","0.0","true"
"d2-v5-medium-122","arrow:a2","ARROW","HIGH","0.63","false","0.3333","0.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","true"
"d2-v5-medium-122","arrow:a3","ARROW","MEDIUM","0.1459","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.0","0.0","true"
"d2-v5-medium-122","arrow:a4","ARROW","HIGH","0.64","false","0.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","true"
"d2-v5-medium-122","magnet:m1","MAGNET","LOW","0.0372","false","0.0","0.0","0.0","0.0","0.0","0.0","0.3333","0.0","0.0","true"
"d2-v5-medium-122","magnet:m2","MAGNET","CRITICAL","0.7054","false","0.25","0.25","1.0","1.0","1.0","1.0","0.5","0.0","1.0","true"
"d2-v5-medium-122","magnet:m3","MAGNET","MEDIUM","0.2268","false","0.25","0.25","0.2727","0.0","0.0","1.0","0.0","0.0","0.0","true"
"d2-v5-medium-122","wall:4,5","WALL","MEDIUM","0.2674","false","0.0","0.0","0.5","0.5","0.5","0.0","0.25","0.0","0.5714","true"
"d2-v5-hard-123","arrow:a1","ARROW","MEDIUM","0.1481","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.0","0.0","true"
"d2-v5-hard-123","arrow:a2","ARROW","HIGH","0.64","false","0.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","true"
"d2-v5-hard-123","arrow:a3","ARROW","MEDIUM","0.1445","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.0","0.0","true"
"d2-v5-hard-123","arrow:a4","ARROW","HIGH","0.6264","false","0.3333","0.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","true"
"d2-v5-hard-123","magnet:m1","MAGNET","IRRELEVANT","0.0167","false","0.0","0.0","0.0","0.0","0.0","0.0","0.1667","0.0","0.0","true"
"d2-v5-hard-123","magnet:m2","MAGNET","MEDIUM","0.2429","false","0.25","0.25","0.2727","0.0","0.0","1.0","0.1667","0.0","0.0","true"
"d2-v5-hard-123","magnet:m3","MAGNET","HIGH","0.4004","false","0.0","0.0","0.1667","0.5","0.5","1.0","0.4","1.0","0.25","true"
"d2-v5-hard-123","magnet:m4","MAGNET","IRRELEVANT","0.0271","false","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.0","0.0","true"
"d2-v5-hard-123","wall:5,6","WALL","HIGH","0.4326","false","0.25","0.25","0.4545","0.6","0.5","1.0","0.1667","0.0","0.5714","true"
"d2-v5-hard-123","wall:6,4","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-hard-123","wall:6,7","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-easy-124","arrow:a1","ARROW","HIGH","0.4835","false","0.0","0.2","0.6364","0.8333","0.5","1.0","0.0","0.0","0.6667","true"
"d2-v5-easy-124","arrow:a2","ARROW","HIGH","0.4187","false","0.25","0.4","0.5","0.6667","0.5","0.0","0.0","1.0","0.3333","true"
"d2-v5-easy-124","arrow:a3","ARROW","MEDIUM","0.1585","false","0.0","0.2","0.0","0.5","0.0","0.3333","0.0","0.5","0.0","true"
"d2-v5-easy-124","arrow:a4","ARROW","MEDIUM","0.1585","false","0.0","0.2","0.0","0.5","0.0","0.3333","0.0","0.5","0.0","true"
"d2-v5-easy-124","arrow:a5","ARROW","MEDIUM","0.2995","false","0.25","0.4","0.0","0.6667","0.5","0.0","0.0","1.0","0.0","true"
"d2-v5-easy-124","magnet:m1","MAGNET","IRRELEVANT","0.0188","false","0.0","0.0","0.0","0.0","0.0","0.0","0.1667","0.0","0.0","true"
"d2-v5-easy-124","magnet:m2","MAGNET","HIGH","0.5453","false","0.2","0.2","0.75","0.6667","0.5","1.0","0.0","1.0","0.7143","true"
"d2-v5-easy-124","magnet:m3","MAGNET","IRRELEVANT","0.0021","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-easy-124","wall:3,3","WALL","MEDIUM","0.1485","false","0.0","0.0","0.0","0.1429","0.0","1.0","0.0","0.0","0.1429","true"
"d2-v5-hard-125","arrow:a1","ARROW","HIGH","0.3925","false","0.0","0.25","0.3077","0.8214","0.5","0.7273","0.0","0.4444","0.125","true"
"d2-v5-hard-125","arrow:a2","ARROW","HIGH","0.3925","false","0.0","0.25","0.3077","0.8214","0.5","0.7273","0.0","0.4444","0.125","true"
"d2-v5-hard-125","arrow:a3","ARROW","MEDIUM","0.1544","false","0.0","0.25","0.0","0.5","0.0","0.2727","0.0","0.4444","0.0","true"
"d2-v5-hard-125","arrow:a4","ARROW","MEDIUM","0.2255","false","0.0","0.0","0.0667","0.4286","0.0","0.4545","0.125","1.0","0.0","true"
"d2-v5-hard-125","arrow:a5","ARROW","CRITICAL","1.0","true","1.0","1.0","0.5263","0.8571","0.5","1.0","0.125","0.8889","0.25","true"
"d2-v5-hard-125","arrow:a6","ARROW","CRITICAL","1.0","true","1.0","1.0","0.2703","0.7143","0.0","1.0","0.0","0.4444","0.0909","true"
"d2-v5-hard-125","magnet:m1","MAGNET","MEDIUM","0.2638","false","0.2","0.2","0.0244","0.4615","0.0","1.0","0.125","0.1111","0.2308","true"
"d2-v5-hard-125","magnet:m2","MAGNET","IRRELEVANT","0.01","false","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0","true"
"d2-v5-hard-125","magnet:m3","MAGNET","MEDIUM","0.1776","false","0.25","0.25","0.0652","0.3571","0.3333","0.0909","0.0","0.2222","0.1429","true"
"d2-v5-hard-125","magnet:m4","MAGNET","HIGH","0.4239","false","0.0","0.0","0.5","0.5714","0.5","1.0","0.4286","0.1111","0.4167","true"
"d2-v5-hard-125","wall:1,6","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-easy-126","arrow:a1","ARROW","HIGH","0.3925","false","1.0","0.5","0.0","0.6","0.0","1.0","0.0","0.0","0.0","true"
"d2-v5-easy-126","arrow:a2","ARROW","IRRELEVANT","0.0143","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-easy-126","arrow:a3","ARROW","MEDIUM","0.3487","false","0.5","0.5","0.0769","0.6","0.0","1.0","0.0","0.0","0.0","true"
"d2-v5-easy-126","arrow:a4","ARROW","HIGH","0.4701","false","0.5","0.5","0.2857","0.6","0.5","1.0","0.0","0.0","0.3333","true"
"d2-v5-easy-126","magnet:m1","MAGNET","CRITICAL","1.0","true","1.0","1.0","0.7273","1.0","0.5","1.0","1.0","0.0","0.5556","true"
"d2-v5-easy-126","wall:2,3","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-easy-126","wall:3,4","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-medium-127","arrow:a1","ARROW","HIGH","0.3667","false","0.0","0.0","0.3333","1.0","0.0","1.0","0.0","0.0","0.3333","true"
"d2-v5-medium-127","arrow:a2","ARROW","MEDIUM","0.1433","false","0.3333","0.0","0.0","0.3333","0.0","0.25","0.0","0.0","0.0","true"
"d2-v5-medium-127","arrow:a3","ARROW","HIGH","0.42","false","0.3333","0.0","0.5","1.0","0.0","1.0","0.0","0.0","0.0","true"
"d2-v5-medium-127","arrow:a4","ARROW","MEDIUM","0.1267","false","0.0","0.0","0.0","0.3333","0.0","0.25","0.2","0.0","0.0","true"
"d2-v5-medium-127","arrow:a5","ARROW","MEDIUM","0.1367","false","0.0","0.3333","0.0","0.5","0.0","0.25","0.0","0.0","0.0","true"
"d2-v5-medium-127","magnet:m1","MAGNET","HIGH","0.3837","false","0.5","0.0","0.4","0.6667","0.0","1.0","0.25","0.0","0.2","true"
"d2-v5-medium-127","magnet:m2","MAGNET","MEDIUM","0.1857","false","0.25","0.25","0.2353","0.25","0.0","0.0","0.4","0.0","0.4","true"
"d2-v5-medium-127","wall:2,2","WALL","HIGH","0.4859","false","0.25","0.25","0.3846","0.4286","0.5","1.0","0.375","1.0","0.5556","true"
"d2-v5-expert-128","arrow:a1","ARROW","HIGH","0.4853","false","0.3333","0.3333","0.4","0.3333","0.5","1.0","0.0","1.0","0.3333","true"
"d2-v5-expert-128","arrow:a2","ARROW","CRITICAL","1.0","true","1.0","1.0","0.3077","1.0","0.0","1.0","0.2222","0.8","0.2857","true"
"d2-v5-expert-128","arrow:a3","ARROW","MEDIUM","0.1982","false","0.6667","0.3333","0.0","0.0","0.5","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-128","arrow:a4","ARROW","MEDIUM","0.1548","false","0.0","0.0","0.1","0.6667","0.0","0.0","0.2","0.0","0.0","true"
"d2-v5-expert-128","arrow:a5","ARROW","MEDIUM","0.1851","false","0.0","0.5","0.0","0.5","0.0","0.3333","0.0","0.4","0.0","true"
"d2-v5-expert-128","arrow:a6","ARROW","MEDIUM","0.2675","false","0.3333","0.3333","0.0","0.3333","0.5","0.3333","0.0","0.4","0.0","true"
"d2-v5-expert-128","magnet:m1","MAGNET","IRRELEVANT","0.0053","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-128","magnet:m2","MAGNET","HIGH","0.5055","false","0.3333","0.3333","0.4783","1.0","0.0","1.0","0.1429","1.0","0.4","true"
"d2-v5-expert-128","magnet:m3","MAGNET","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-128","magnet:m4","MAGNET","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-128","magnet:m5","MAGNET","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-128","magnet:m6","MAGNET","CRITICAL","1.0","true","1.0","1.0","0.24","0.25","0.0","1.0","0.0","0.2","0.1818","true"
"d2-v5-expert-128","wall:5,3","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-128","wall:5,5","WALL","CRITICAL","1.0","true","1.0","1.0","0.375","0.3333","0.0","1.0","0.0","0.4","0.2","true"
"d2-v5-expert-128","wall:8,4","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-hard-129","arrow:a1","ARROW","MEDIUM","0.2704","false","0.0","0.3333","0.0","0.5","0.5","0.3333","0.0","1.0","0.0","true"
"d2-v5-hard-129","arrow:a2","ARROW","MEDIUM","0.1777","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.5","0.0","true"
"d2-v5-hard-129","arrow:a3","ARROW","CRITICAL","0.69","false","0.3333","0.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","true"
"d2-v5-hard-129","arrow:a4","ARROW","HIGH","0.4575","false","0.0","0.0","0.5","1.0","0.5","1.0","0.0","0.0","0.6667","true"
"d2-v5-hard-129","magnet:m1","MAGNET","MEDIUM","0.3188","false","0.3333","0.3333","0.3043","0.1111","0.3333","0.3333","0.5","0.5","0.375","true"
"d2-v5-hard-129","magnet:m2","MAGNET","IRRELEVANT","0.0167","false","0.0","0.0","0.0","0.0","0.0","0.0","0.1667","0.0","0.0","true"
"d2-v5-hard-129","magnet:m3","MAGNET","MEDIUM","0.2053","false","0.25","0.25","0.0","0.0","0.0","1.0","0.0","0.3333","0.2","true"
"d2-v5-hard-129","magnet:m4","MAGNET","HIGH","0.5191","false","0.25","0.25","0.7143","0.5","0.5","1.0","0.2","0.5","0.8","true"
"d2-v5-hard-129","magnet:m5","MAGNET","MEDIUM","0.1864","false","0.0","0.0","0.1875","0.0","0.5","0.0","0.2","1.0","0.2","true"
"d2-v5-hard-129","wall:2,1","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-hard-129","wall:5,4","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-medium-130","arrow:a1","ARROW","MEDIUM","0.2022","false","0.0","0.0","0.0227","0.5484","0.3333","0.3333","0.0","0.3333","0.0","true"
"d2-v5-medium-130","arrow:a2","ARROW","MEDIUM","0.3229","false","0.25","0.25","0.1538","0.1935","0.0","1.0","0.0","1.0","0.0","true"
"d2-v5-medium-130","arrow:a3","ARROW","MEDIUM","0.2673","false","0.0","0.3333","0.0625","0.7097","0.0","0.6667","0.0","0.6667","0.0","true"
"d2-v5-medium-130","arrow:a4","ARROW","HIGH","0.4375","false","0.0","0.3333","0.3714","0.8065","0.3333","1.0","0.0","0.5","0.2727","true"
"d2-v5-medium-130","arrow:a5","ARROW","HIGH","0.3756","false","0.4","0.4","0.1212","0.0312","0.3333","1.0","0.0","1.0","0.0","true"
"d2-v5-medium-130","arrow:a6","ARROW","HIGH","0.4375","false","0.0","0.3333","0.3714","0.8065","0.3333","1.0","0.0","0.5","0.2727","true"
"d2-v5-medium-130","magnet:m1","MAGNET","MEDIUM","0.2126","false","0.25","0.25","0.1818","0.0968","0.3333","0.0","0.0","1.0","0.2353","true"
"d2-v5-medium-130","magnet:m2","MAGNET","HIGH","0.5229","false","0.25","0.25","0.6226","0.6129","0.3333","1.0","0.25","1.0","0.5882","true"
"d2-v5-medium-130","wall:2,4","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-131","arrow:a1","ARROW","MEDIUM","0.2587","false","0.0","0.0","0.0833","0.5","0.5","0.0","0.0","1.0","0.3333","true"
"d2-v5-expert-131","arrow:a2","ARROW","MEDIUM","0.3467","false","0.3333","0.0","0.3333","0.5","0.5","0.0","0.0","1.0","0.3333","true"
"d2-v5-expert-131","arrow:a3","ARROW","CRITICAL","1.0","true","1.0","1.0","0.2857","0.75","0.5","1.0","0.0","0.0","0.3333","true"
"d2-v5-expert-131","arrow:a4","ARROW","MEDIUM","0.1714","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.5","0.0","true"
"d2-v5-expert-131","arrow:a5","ARROW","MEDIUM","0.1684","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.5","0.0","true"
"d2-v5-expert-131","magnet:m1","MAGNET","LOW","0.0333","false","0.0","0.0","0.0","0.0","0.0","0.0","0.3333","0.0","0.0","true"
"d2-v5-expert-131","magnet:m2","MAGNET","CRITICAL","1.0","true","1.0","1.0","0.9412","1.0","1.0","1.0","0.3333","1.0","0.8333","true"
"d2-v5-expert-131","magnet:m3","MAGNET","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-131","wall:1,3","WALL","CRITICAL","1.0","true","1.0","1.0","0.2632","0.5","0.0","1.0","0.1667","0.2","0.1667","true"
