levelId,levelNumber,title,boardSize,arrowCount,magnetCount,wallCount,plausibleChoiceCount,immediatelyInvalidChoiceCount,successfulChoiceCount,safeSuccessfulChoiceCount,meaningfulSuccessfulChoiceCount,harmfulDecisionCount,meaningfulFailureRate,harmfulDecisionDensity,mandatoryOrderingPairCount,mandatoryOrderingRatio,mandatoryOrderingChainDepth,polarityFlipCount,strategicallyImpactfulPolarityFlipCount,polarityImpactRatio,rawWinningSequenceCount,canonicalStrategyCount,permutationRedundancy,commutationRatio,greedySolved,greedyFailureDepth,randomPolicyCompletionRate,randomPolicyDeadlockRate,recoveryPressure,maxRecoveryDepth,deadEndDepth,longestForcedRun,meaningfulDecisionCount,decisionDensity,maxDecisionGap,relevantWallCount,irrelevantWallCount,relevantMagnetCount,irrelevantMagnetCount,v3Score,v4Score,v4Confidence,searchComplete,searchStateCount,searchTruncated,truncationReason,metricStatus
campaign-096,96,Magnetic Circuit 096,8x8,6,3,2,48,12,36,24,28,8,0.3333,0.8,6,0.4,3,24,8,0.3333,20,1,0.95,1.0,true,,0.1406,0.8594,0.6851,5,5,1,4,0.6667,2,1,1,2,1,90,53,1.0,true,32,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-097,97,Magnetic Circuit 097,6x6,4,5,1,24,0,24,20,11,4,0.1667,1.0,1,0.1667,2,24,4,0.1667,12,1,0.9167,1.0,false,1,0.5312,0.4688,0.2778,3,3,2,3,0.75,1,0,1,3,2,79,36,1.0,true,16,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-098,98,Magnetic Circuit 098,5x5,4,1,3,18,3,15,12,9,3,0.2,0.75,2,0.3333,2,9,3,0.3333,6,1,0.8333,1.0,false,0,0.543,0.457,0.3333,3,3,2,3,0.75,1,1,2,1,0,73,47,1.0,true,12,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-099,99,Magnetic Circuit 099,8x8,5,4,3,40,4,36,28,22,8,0.2222,1.0,3,0.3,3,28,4,0.1429,20,1,0.95,1.0,false,0,0.2617,0.7383,0.4074,4,4,3,4,0.8,1,0,3,3,1,83,47,1.0,true,24,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-100,100,Magnetic Circuit 100,5x5,5,2,0,19,11,8,7,3,1,0.125,0.5,9,0.9,4,5,3,0.6,2,1,0.5,1.0,false,1,0.793,0.207,0.1667,1,1,4,2,0.4,3,0,0,1,1,64,39,1.0,true,8,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-101,101,Magnetic Circuit 101,5x5,5,3,5,40,8,32,28,18,4,0.125,0.5714,3,0.3,3,20,4,0.2,20,1,0.95,1.0,false,2,0.5312,0.4688,0.2083,3,3,3,3,0.6,2,1,4,2,1,79,34,1.0,true,20,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-102,102,Magnetic Circuit 102,5x5,4,1,5,24,0,24,20,11,4,0.1667,1.0,1,0.1667,2,8,4,0.5,12,1,0.9167,1.0,false,0,0.4609,0.5391,0.2778,3,3,1,2,0.5,2,2,3,1,0,75,45,1.0,true,16,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-103,103,Magnetic Circuit 103,6x6,3,1,4,6,2,4,3,1,1,0.25,1.0,3,1.0,3,4,3,0.75,1,1,0.0,0.0,true,,0.457,0.543,0.3333,1,1,3,1,0.3333,2,1,3,1,0,49,49,1.0,true,5,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-104,104,Magnetic Circuit 104,7x7,5,4,2,64,4,60,52,34,8,0.1333,0.7273,1,0.1,2,42,16,0.381,40,2,0.95,0.8857,true,,0.5156,0.4844,0.2444,4,4,1,2,0.4,3,1,1,1,3,84,28,1.0,true,36,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-105,105,Magnetic Circuit 105,8x8,4,4,3,16,4,12,10,6,2,0.1667,0.6667,3,0.5,3,6,2,0.3333,4,1,0.75,1.0,true,,0.4844,0.5156,0.3056,3,3,3,2,0.5,2,2,1,2,2,70,38,1.0,true,12,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-106,106,Magnetic Circuit 106,5x5,3,1,2,9,0,9,7,4,2,0.2222,1.0,1,0.3333,2,6,2,0.3333,3,1,0.6667,1.0,true,,0.4844,0.5156,0.3333,2,2,2,2,0.6667,1,1,1,1,0,64,39,1.0,true,8,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-107,107,Magnetic Circuit 107,8x8,5,3,2,30,10,20,17,11,3,0.15,0.6,4,0.4,3,20,9,0.45,10,1,0.9,1.0,true,,0.4805,0.5195,0.25,3,3,1,2,0.4,2,1,1,1,2,83,38,1.0,true,15,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-108,108,Magnetic Circuit 108,5x5,4,1,3,13,5,8,6,4,2,0.25,1.0,5,0.8333,3,6,5,0.8333,2,1,0.5,1.0,true,,0.4844,0.5156,0.4167,3,3,3,2,0.5,2,1,2,1,0,69,49,1.0,true,10,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-109,109,Magnetic Circuit 109,5x5,5,5,1,37,10,27,23,20,4,0.1481,0.4444,4,0.4,3,27,10,0.3704,15,1,0.9333,1.0,true,,0.5273,0.4727,0.2468,3,3,3,4,0.8,1,0,1,2,3,82,28,1.0,true,18,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-110,110,Magnetic Circuit 110,5x5,4,3,0,18,3,15,12,9,3,0.2,0.75,2,0.3333,2,15,3,0.2,6,1,0.8333,1.0,false,0,0.543,0.457,0.3333,3,3,2,3,0.75,1,0,0,3,0,78,47,1.0,true,12,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-111,111,Magnetic Circuit 111,5x5,4,1,3,24,0,24,20,11,4,0.1667,1.0,1,0.1667,2,12,4,0.3333,12,1,0.9167,1.0,true,,0.4688,0.5312,0.2778,3,3,2,3,0.75,1,2,1,1,0,76,31,1.0,true,16,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-112,112,Magnetic Circuit 112,7x7,5,4,2,25,4,21,13,14,6,0.381,1.0,6,0.6,4,16,8,0.5,5,1,0.8,1.0,false,1,0.0938,0.9062,0.6667,3,3,1,3,0.6,2,0,2,2,2,88,67,1.0,true,20,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-113,113,Magnetic Circuit 113,5x5,6,4,3,36,14,22,16,14,6,0.2727,0.8571,10,0.6667,5,16,8,0.5,6,1,0.8333,1.0,true,,0.1016,0.8984,0.5,4,4,5,4,0.6667,2,1,2,2,2,85,49,1.0,true,18,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-114,114,Magnetic Circuit 114,8x8,4,3,7,24,0,24,20,11,4,0.1667,1.0,1,0.1667,2,12,4,0.3333,12,1,0.9167,1.0,false,0,0.5039,0.4961,0.2778,3,3,2,3,0.75,1,2,5,1,2,80,38,1.0,true,16,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-115,115,Magnetic Circuit 115,8x8,5,3,2,40,0,40,28,26,8,0.3,1.0,3,0.3,3,24,8,0.3333,20,1,0.95,1.0,true,,0.1602,0.8398,0.5667,4,4,1,2,0.4,3,0,2,2,1,83,48,1.0,true,32,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-116,116,Magnetic Circuit 116,8x8,5,2,5,40,8,32,28,18,4,0.125,0.5714,3,0.3,2,14,4,0.2857,25,1,0.96,1.0,true,,0.4961,0.5039,0.2083,3,3,1,3,0.6,2,1,4,1,1,82,28,1.0,true,20,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-117,117,Magnetic Circuit 117,6x6,4,3,4,24,0,24,20,11,4,0.1667,1.0,1,0.1667,2,18,4,0.2222,12,1,0.9167,1.0,false,0,0.5156,0.4844,0.2778,3,3,1,1,0.25,3,1,3,2,1,79,37,1.0,true,16,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-118,118,Magnetic Circuit 118,5x5,5,3,0,48,7,41,38,18,3,0.0732,0.4286,1,0.1,2,41,7,0.1707,35,1,0.9714,1.0,true,,0.7656,0.2344,0.122,3,3,1,2,0.4,3,0,0,3,0,80,12,1.0,true,24,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-119,119,Magnetic Circuit 119,5x5,4,2,1,24,0,24,20,11,4,0.1667,1.0,1,0.1667,2,24,4,0.1667,12,1,0.9167,1.0,true,,0.4844,0.5156,0.2778,3,3,1,1,0.25,3,0,1,2,0,77,28,1.0,true,16,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-120,120,Magnetic Circuit 120,8x8,5,6,2,40,8,32,28,18,4,0.125,0.5714,3,0.3,3,32,12,0.375,20,1,0.95,1.0,false,0,0.4609,0.5391,0.2083,3,3,1,3,0.6,2,1,1,2,4,87,42,1.0,true,20,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-121,121,Magnetic Circuit 121,5x5,4,4,1,19,2,17,15,4,2,0.1176,1.0,2,0.3333,2,17,2,0.1176,8,1,0.875,1.0,false,0,0.5273,0.4727,0.1764,2,2,1,2,0.5,2,1,0,1,3,80,35,1.0,true,12,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-122,122,Magnetic Circuit 122,5x5,4,3,1,24,0,24,20,11,4,0.1667,1.0,1,0.1667,2,18,4,0.2222,12,1,0.9167,1.0,true,,0.4688,0.5312,0.2778,3,3,1,2,0.5,2,1,0,2,1,80,31,1.0,true,16,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-123,123,Magnetic Circuit 123,7x7,4,4,3,24,0,24,20,11,4,0.1667,1.0,1,0.1667,2,18,4,0.2222,12,1,0.9167,1.0,false,1,0.5312,0.4688,0.2778,3,3,2,3,0.75,1,1,2,2,2,79,37,1.0,true,16,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-124,124,Magnetic Circuit 124,8x8,5,3,1,76,8,68,64,41,4,0.0588,0.2857,0,0.0,0,60,16,0.2667,60,2,0.9667,0.8462,true,,0.8633,0.1367,0.098,3,3,2,3,0.6,2,1,0,1,2,74,0,1.0,true,36,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-125,125,Magnetic Circuit 125,6x6,6,4,1,76,12,64,44,49,12,0.3125,0.7059,3,0.2,3,64,30,0.4688,36,2,0.9444,1.0,false,1,0.1523,0.8477,0.5938,4,4,4,5,0.8333,1,0,1,3,1,86,55,1.0,true,42,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-126,126,Magnetic Circuit 126,5x5,4,1,2,13,4,9,8,3,1,0.1111,0.5,4,0.6667,3,7,1,0.1429,3,1,0.6667,1.0,true,,0.457,0.543,0.1852,2,2,2,2,0.5,2,0,2,1,0,62,27,1.0,true,9,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-127,127,Magnetic Circuit 127,5x5,5,2,1,45,6,39,33,25,6,0.1538,0.6667,2,0.2,2,24,6,0.25,30,1,0.9667,1.0,false,0,0.4492,0.5508,0.282,4,4,1,2,0.4,3,1,0,2,0,84,44,1.0,true,24,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-128,128,Magnetic Circuit 128,8x8,6,6,3,48,18,30,26,22,4,0.1333,0.4,8,0.5333,4,24,6,0.25,18,1,0.9444,1.0,false,2,0.5156,0.4844,0.2222,3,3,3,5,0.8333,1,1,2,2,4,86,35,1.0,true,20,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-129,129,Magnetic Circuit 129,7x7,4,5,2,28,0,28,24,11,4,0.1429,1.0,1,0.1667,2,26,4,0.1538,12,2,0.8333,0.8333,true,,0.4688,0.5312,0.2382,3,3,2,3,0.75,1,0,2,3,2,79,25,1.0,true,20,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-130,130,Magnetic Circuit 130,5x5,6,2,1,91,15,76,70,20,6,0.0789,0.75,1,0.0667,2,76,15,0.1974,84,2,0.9762,1.0,true,,0.4453,0.5547,0.1315,3,3,1,3,0.5,2,0,1,2,0,82,20,1.0,true,36,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-131,131,Magnetic Circuit 131,7x7,5,3,2,40,8,32,28,18,4,0.125,0.5714,3,0.3,3,16,12,0.75,20,1,0.95,1.0,true,,0.4844,0.5156,0.2083,3,3,1,2,0.4,3,1,1,1,2,85,33,1.0,true,20,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-132,132,Magnetic Circuit 132,4x4,3,1,2,9,0,9,7,4,2,0.2222,1.0,1,0.3333,2,6,2,0.3333,3,1,0.6667,1.0,false,0,0.4961,0.5039,0.3333,2,2,1,1,0.3333,2,1,1,1,0,67,51,1.0,true,8,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-133,133,Magnetic Circuit 133,7x7,5,3,2,36,8,28,25,14,3,0.1071,0.5,3,0.3,2,17,3,0.1765,20,1,0.95,1.0,false,0,0.5312,0.4688,0.1785,3,3,1,3,0.6,2,0,2,3,0,84,34,1.0,true,18,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-134,134,Magnetic Circuit 134,8x8,5,1,5,45,9,36,30,24,6,0.1667,0.6,1,0.1,2,24,12,0.5,20,2,0.9,1.0,true,,0.4961,0.5039,0.2778,3,3,2,3,0.6,1,1,4,1,0,77,31,1.0,true,21,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-135,135,Magnetic Circuit 135,6x6,4,3,5,24,0,24,20,11,4,0.1667,1.0,1,0.1667,2,20,4,0.2,12,1,0.9167,1.0,true,,0.4844,0.5156,0.2778,3,3,1,1,0.25,3,1,4,1,2,48,26,1.0,true,16,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-136,136,Magnetic Circuit 136,8x8,6,4,4,103,8,95,64,67,19,0.3263,0.8636,3,0.2,3,91,28,0.3077,60,3,0.95,0.7778,true,,0.0781,0.9219,0.6245,5,5,1,3,0.5,3,1,3,2,2,87,48,1.0,true,88,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-137,137,Magnetic Circuit 137,5x5,7,2,1,157,50,107,86,69,21,0.1963,0.75,3,0.1429,2,93,42,0.4516,104,5,0.9519,0.8163,false,0,0.2461,0.7539,0.3583,4,4,1,5,0.7143,2,0,1,2,0,93,52,1.0,true,74,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-138,138,Magnetic Circuit 138,5x5,5,4,1,60,4,56,48,33,8,0.1429,0.7273,1,0.1,2,56,4,0.0714,45,1,0.9778,0.8889,true,,0.4922,0.5078,0.262,4,4,3,3,0.6,2,0,1,3,1,79,21,1.0,true,32,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-139,139,Magnetic Circuit 139,7x7,5,3,3,40,8,32,28,18,4,0.125,0.5714,3,0.3,3,16,12,0.75,20,1,0.95,1.0,true,,0.4844,0.5156,0.2083,3,3,1,2,0.4,3,2,1,1,2,82,33,1.0,true,20,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-140,140,Magnetic Circuit 140,8x8,4,2,3,24,0,24,20,11,4,0.1667,1.0,1,0.1667,2,24,4,0.1667,12,1,0.9167,1.0,true,,0.5391,0.4609,0.2778,3,3,1,1,0.25,3,1,2,1,1,79,26,1.0,true,16,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-141,141,Magnetic Circuit 141,5x5,5,4,1,39,8,31,25,22,6,0.1935,0.75,3,0.3,2,26,9,0.3462,20,1,0.95,1.0,false,2,0.5508,0.4492,0.3548,4,4,2,4,0.8,1,1,0,1,3,81,46,1.0,true,21,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-142,142,Magnetic Circuit 142,8x8,4,3,5,24,0,24,20,11,4,0.1667,1.0,1,0.1667,2,18,4,0.2222,12,1,0.9167,1.0,false,0,0.5039,0.4961,0.2778,3,3,2,3,0.75,1,1,4,2,1,78,37,1.0,true,16,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-143,143,Magnetic Circuit 143,5x5,6,1,1,60,20,40,36,25,4,0.1,0.4,6,0.4,4,20,16,0.8,30,1,0.9667,1.0,true,,0.5273,0.4727,0.1667,3,3,1,4,0.6667,2,1,0,1,0,81,32,1.0,true,24,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
