number,id,title,board_width,board_height,arrow_count,magnet_count,wall_count,current_difficulty_v3,current_quality_v2,current_quality_status,v3_solution_family_count,v3_meaningful_decision_points,v3_dependency_depth,v3_mechanic_relevance_ratio,v3_unused_empty_space_ratio,v3_irrelevant_entity_ratio,total_solution_length,solution_sequences,meaningful_solution_strategies,solution_permutation_redundancy,canonical_plausible_choices,canonical_immediately_invalid_choices,canonical_viable_choices,canonical_fatal_choices,canonical_meaningful_choice_classes,canonical_consequential_decision_nodes,canonical_harmful_decision_nodes,canonical_effectively_equivalent_choices,canonical_independent_moves,explored_plausible_choices,explored_immediately_invalid_choices,explored_viable_choices,explored_fatal_choices,meaningful_failure_rate,explored_consequential_decision_nodes,explored_harmful_decision_nodes,future_impact_edges,commutative_pairs,viable_choice_pairs,commutative_pair_rate,mandatory_order_pairs,flexible_order_pairs,meaningful_order_strength,canonical_polarity_flips,polarity_material_impacts,polarity_strategic_impacts,polarity_actionability_impacts,polarity_solution_structure_impacts,polarity_impact_rate,decorative_magnets,strategically_relevant_magnets,solvability_essential_magnets,controlled_success_interactions,controlled_failed_interactions,impactful_polarity_magnets,decorative_walls,route_relevant_walls,movement_relevant_walls,visibility_relevant_walls,strategically_relevant_walls,solvability_essential_walls,arrow_occlusion_events,cancellation_events,cancellation_impactful_events,cancellation_fatal_events,cancellation_canonical_events,first_obvious_solve_probability,first_obvious_expected_actions,first_obvious_expected_wrong_actions,first_obvious_expected_restarts,first_obvious_expected_meaningful_setbacks,first_obvious_expected_polarity_mistakes,first_obvious_expected_decision_points,greedy_solve_probability,greedy_expected_actions,greedy_expected_wrong_actions,greedy_expected_restarts,greedy_expected_meaningful_setbacks,greedy_expected_polarity_mistakes,greedy_expected_decision_points,random_successful_solve_probability,random_successful_expected_actions,random_successful_expected_wrong_actions,random_successful_expected_restarts,random_successful_expected_meaningful_setbacks,random_successful_expected_polarity_mistakes,random_successful_expected_decision_points,random_visible_solve_probability,random_visible_expected_actions,random_visible_expected_wrong_actions,random_visible_expected_restarts,random_visible_expected_meaningful_setbacks,random_visible_expected_polarity_mistakes,random_visible_expected_decision_points,shortest_route_solve_probability,shortest_route_expected_actions,shortest_route_expected_wrong_actions,shortest_route_expected_restarts,shortest_route_expected_meaningful_setbacks,shortest_route_expected_polarity_mistakes,shortest_route_expected_decision_points,triviality_classification,mechanic_presence_count,mechanic_interaction_count,claimed_mechanics,interacting_mechanics,primary_ease_reason,canonical_interchangeable_groups
56,campaign-056,Field study 056,3,3,4,1,0,60,90,REVIEW,6,2,3,1.000000,0.222200,0.000000,4,8,3,0.625000,7,3,7,0,4,2,0,1,6,16,4,16,0,0.000000,4,0,10,4,6,0.666667,0,6,No meaningful ordering,2,1,0,0,0,0.000000,0,1,0,10,4,0,0,0,0,0,0,0,6,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,5,3,PULL+PUSH+POLARITY_FLIP+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION,No successful choice creates an unsolvable future state,d0:A+B;d1:B+C;d2:C+D
57,campaign-057,Relay study 057,3,3,4,1,1,60,84,REVIEW,7,2,3,1.000000,0.333300,0.166700,4,20,3,0.850000,10,0,10,0,9,3,0,0,8,34,2,34,0,0.000000,10,0,26,17,21,0.809524,0,6,No meaningful ordering,3,2,0,0,0,0.000000,0,1,0,30,2,0,1,0,0,0,0,0,4,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.166667,0.166667,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,5,3,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION,PULL+PUSH+OCCLUSION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+C+D;d1:B+C+D;d2:C+D
58,campaign-058,Vector study 058,3,3,4,1,1,60,84,REVIEW,3,2,4,1.000000,0.333300,0.166700,4,8,3,0.625000,7,3,7,0,4,2,0,1,4,16,4,16,0,0.000000,4,0,10,4,6,0.666667,0,6,No meaningful ordering,3,2,1,1,1,0.333333,0,1,0,10,4,1,1,0,0,0,0,0,6,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,6,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION,No successful choice creates an unsolvable future state,d0:B+D;d1:A+D
59,campaign-059,Polarity study 059,3,3,4,1,1,59,84,REVIEW,8,2,2,1.000000,0.333300,0.166700,4,18,5,0.722222,10,0,10,0,8,3,0,1,8,34,4,34,0,0.000000,8,0,20,10,19,0.526316,0,6,No meaningful ordering,2,1,0,0,0,0.000000,0,1,0,24,4,0,1,0,0,0,0,0,10,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.250000,0.250000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,5,3,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION,PULL+PUSH+OCCLUSION,No successful choice creates an unsolvable future state,d0:A+B+C+D;d1:B+D;d2:C+D
60,campaign-060,Cadence study 060,3,3,4,1,0,60,88,REVIEW,8,2,3,1.000000,0.333300,0.000000,4,16,3,0.812500,8,2,8,0,6,2,0,0,5,29,2,29,0,0.000000,9,0,21,13,17,0.764706,0,6,No meaningful ordering,3,2,2,2,2,0.666667,0,1,0,25,2,1,0,0,0,0,0,0,4,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.361111,0.361111,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,5,4,PULL+PUSH+POLARITY_FLIP+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+D;d1:B+D
61,campaign-061,Circuit study 061,4,4,5,2,2,68,94,ACCEPT,16,3,3,1.000000,0.375000,0.111100,5,60,1,0.983333,11,4,11,0,9,3,0,0,9,52,8,52,0,0.000000,15,0,35,42,42,1.000000,1,9,Weak ordering,5,3,1,1,1,0.200000,0,2,1,52,8,1,1,1,1,0,1,0,0,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.679167,0.679167,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,5,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+WALLS+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+E;d1:B+C+E;d2:C+E
62,campaign-062,Alignment study 062,4,4,5,2,1,69,96,ACCEPT,15,3,2,1.000000,0.312500,0.125000,5,30,1,0.966667,10,5,10,0,7,3,0,1,9,33,12,33,0,0.000000,8,0,12,20,20,1.000000,2,8,Weak ordering,1,0,0,0,0,0.000000,0,2,0,9,0,0,1,0,0,0,0,0,12,24,24,0,2,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.342593,1.342593,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,4,PUSH+POLARITY_FLIP+WALLS+OCCLUSION+CANCELLATION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PUSH+OCCLUSION+MULTIPLE_MAGNETS+CANCELLATION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:B+C+D;d1:C+D;d2:D+E;d3:A+E
63,campaign-063,Rail study 063,4,4,5,2,2,71,84,REVIEW,10,3,3,1.000000,0.375000,0.111100,5,80,2,0.975000,14,1,14,0,11,3,0,1,13,72,8,72,0,0.000000,18,0,44,56,64,0.875000,0,10,No meaningful ordering,5,3,2,2,1,0.400000,0,2,1,72,8,1,1,1,1,0,1,0,0,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.405556,0.405556,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,6,5,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS,PULL+PUSH+POLARITY_FLIP+WALLS+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E;d1:B+C+D+E;d2:D+E;d3:C+E
64,campaign-064,Field study 064,4,4,5,2,1,71,94,ACCEPT,49,3,2,1.000000,0.375000,0.125000,5,100,2,0.980000,14,1,14,0,12,3,0,0,11,88,4,88,0,0.000000,21,0,48,70,78,0.897436,0,10,No meaningful ordering,4,2,1,1,1,0.250000,0,2,0,80,4,1,1,0,0,0,0,0,8,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.202778,0.202778,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,6,5,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E;d1:B+C+D+E;d2:C+D
65,campaign-065,Relay study 065,4,4,5,2,2,71,96,ACCEPT,26,3,2,1.000000,0.312500,0.111100,5,60,1,0.983333,11,4,11,0,8,3,0,1,9,52,8,52,0,0.000000,15,0,30,42,42,1.000000,1,9,Weak ordering,4,1,0,0,0,0.000000,0,2,1,44,0,0,1,1,1,0,1,0,8,8,8,0,1,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.679167,0.679167,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,8,6,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+CANCELLATION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+WALLS+OCCLUSION+MULTIPLE_MAGNETS+CANCELLATION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+D+E;d1:B+D+E;d2:D+E
66,campaign-066,Vector study 066,4,4,5,2,1,71,94,ACCEPT,30,3,3,1.000000,0.375000,0.125000,5,60,1,0.983333,11,4,11,0,9,3,0,0,9,52,8,52,0,0.000000,15,0,35,42,42,1.000000,1,9,Weak ordering,4,2,0,0,0,0.000000,0,2,0,44,8,0,1,0,0,0,0,0,8,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.679167,0.679167,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D;d1:B+C+D;d2:C+D
67,campaign-067,Polarity study 067,4,4,5,2,1,71,94,ACCEPT,19,3,3,1.000000,0.375000,0.125000,5,80,2,0.975000,14,1,14,0,12,4,0,1,13,68,4,68,0,0.000000,16,0,36,52,56,0.928571,0,10,No meaningful ordering,5,3,1,1,1,0.200000,0,2,0,60,4,1,1,0,0,0,0,0,8,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.380556,0.380556,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,5,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+C+D+E;d1:B+C+D+E;d2:C+D+E;d3:D+E
68,campaign-068,Cadence study 068,4,4,4,2,2,71,96,ACCEPT,12,3,2,1.000000,0.312500,0.125000,4,12,1,0.916667,9,1,9,0,2,1,0,4,8,20,4,20,0,0.000000,3,0,4,11,11,1.000000,1,5,Weak ordering,1,0,0,0,0,0.000000,0,2,0,6,0,0,2,1,0,1,0,0,4,8,8,0,1,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.638889,0.638889,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Very Easy,8,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+CANCELLATION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+OCCLUSION+MULTIPLE_MAGNETS+CANCELLATION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+D;d1:B+C+D;d2:C+D
69,campaign-069,Circuit study 069,4,4,5,2,2,71,94,ACCEPT,45,3,2,1.000000,0.375000,0.111100,5,120,1,0.991667,15,0,15,0,13,4,0,1,14,80,0,80,0,0.000000,14,0,32,80,80,1.000000,0,10,No meaningful ordering,4,2,0,0,0,0.000000,2,0,0,64,0,0,2,1,0,1,0,0,0,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,6,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS,PULL+PUSH+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E;d1:B+C+D+E;d2:C+D+E;d3:D+E
70,campaign-070,Alignment study 070,4,4,5,2,1,71,94,ACCEPT,40,3,2,1.000000,0.375000,0.125000,5,60,1,0.983333,11,4,11,0,8,3,0,1,9,52,8,52,0,0.000000,11,0,20,42,42,1.000000,1,9,Weak ordering,3,1,0,0,0,0.000000,0,2,0,36,0,0,1,0,0,0,0,0,8,16,16,0,1,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.679167,0.679167,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,8,5,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+CANCELLATION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION+MULTIPLE_MAGNETS+CANCELLATION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+C+D+E;d1:C+D+E;d2:D+E
71,campaign-071,Rail study 071,4,4,4,2,2,71,94,ACCEPT,20,3,2,1.000000,0.375000,0.125000,4,24,1,0.958333,10,0,10,0,3,1,0,4,9,32,0,32,0,0.000000,4,0,8,24,24,1.000000,0,6,No meaningful ordering,3,1,0,0,0,0.000000,1,1,0,24,0,0,2,1,0,1,0,0,0,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Very Easy,6,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS,PULL+PUSH+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D;d1:B+C+D;d2:C+D
72,campaign-072,Field study 072,4,4,5,2,1,72,97,ACCEPT,30,3,2,1.000000,0.375000,0.000000,5,120,1,0.991667,15,0,15,0,11,3,0,2,14,80,0,80,0,0.000000,14,0,32,80,80,1.000000,0,10,No meaningful ordering,4,2,0,0,0,0.000000,1,1,1,64,0,0,1,1,0,1,0,0,0,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,6,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS,PULL+PUSH+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E;d1:B+C+D+E;d2:C+D+E;d3:D+E
73,campaign-073,Relay study 073,4,4,5,1,2,73,94,ACCEPT,6,3,5,1.000000,0.375000,0.125000,5,36,4,0.888889,11,4,10,1,10,4,1,0,5,48,10,45,3,0.062500,18,3,44,27,33,0.818182,1,9,Moderate ordering,5,4,2,2,2,0.400000,0,1,1,48,4,1,1,1,1,0,1,0,7,0,0,0,0,0.833333,4.666667,0.166667,0.200000,0.166667,0.166667,0.666667,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.625000,4.250000,0.375000,0.600000,0.375000,0.375000,0.750000,0.625000,5.950000,2.075000,0.600000,0.375000,0.375000,0.750000,0.833333,4.666667,0.166667,0.200000,0.166667,0.166667,0.666667,Moderate,6,6,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+ORDER_DEPENDENCY,Most viable choices commute safely,d0:B+D+E;d3:A+E
74,campaign-074,Vector study 074,4,4,5,2,1,73,94,ACCEPT,28,3,3,1.000000,0.375000,0.125000,5,120,1,0.991667,15,0,15,0,14,4,0,0,14,80,0,80,0,0.000000,20,0,52,80,80,1.000000,0,10,No meaningful ordering,5,3,0,0,0,0.000000,0,2,1,80,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,5,3,PULL+PUSH+POLARITY_FLIP+WALLS+MULTIPLE_MAGNETS,PULL+PUSH+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E;d1:B+C+D+E;d2:C+D+E;d3:D+E
75,campaign-075,Polarity study 075,4,4,5,1,2,74,94,ACCEPT,30,3,4,1.000000,0.375000,0.125000,5,80,3,0.962500,14,1,14,0,13,4,0,0,13,76,4,76,0,0.000000,19,0,42,55,63,0.873016,0,10,No meaningful ordering,3,2,0,0,0,0.000000,0,1,0,50,4,0,1,1,0,1,1,0,8,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.384028,0.384028,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,6,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+WALLS+OCCLUSION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:B+C+D+E;d1:A+C+D+E;d2:C+D+E;d3:D+E
76,campaign-076,Cadence study 076,4,4,5,2,1,74,94,ACCEPT,16,3,4,1.000000,0.375000,0.125000,5,120,1,0.991667,15,0,15,0,14,4,0,0,14,80,0,80,0,0.000000,22,0,56,80,80,1.000000,0,10,No meaningful ordering,5,3,0,0,0,0.000000,1,1,0,80,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,5,3,PULL+PUSH+POLARITY_FLIP+WALLS+MULTIPLE_MAGNETS,PULL+PUSH+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E;d1:B+C+D+E;d2:C+D+E;d3:D+E
77,campaign-077,Circuit study 077,4,4,5,2,1,74,94,ACCEPT,38,3,3,1.000000,0.375000,0.125000,5,120,1,0.991667,15,0,15,0,12,3,0,1,14,80,0,80,0,0.000000,20,0,52,80,80,1.000000,0,10,No meaningful ordering,5,3,0,0,0,0.000000,1,1,1,80,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,6,3,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS,PULL+PUSH+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E;d1:B+C+D+E;d2:C+D+E;d3:D+E
78,campaign-078,Alignment study 078,4,4,5,2,2,74,94,ACCEPT,33,4,2,1.000000,0.375000,0.111100,5,45,2,0.955556,11,4,11,0,8,3,0,1,8,49,8,49,0,0.000000,9,0,18,32,34,0.941176,1,9,Weak ordering,3,1,1,1,1,0.333333,0,2,2,35,2,1,1,1,0,1,1,0,4,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.032407,1.032407,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,6,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:B+C+D;d1:C+D+E;d3:A+E
79,campaign-079,Rail study 079,4,4,5,2,1,74,94,ACCEPT,80,4,2,1.000000,0.375000,0.125000,5,120,1,0.991667,15,0,15,0,14,4,0,0,14,80,0,80,0,0.000000,14,0,32,80,80,1.000000,0,10,No meaningful ordering,4,2,0,0,0,0.000000,1,1,1,64,0,0,1,0,0,0,0,0,0,16,16,0,1,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,6,4,PULL+PUSH+POLARITY_FLIP+WALLS+CANCELLATION+MULTIPLE_MAGNETS,PULL+PUSH+MULTIPLE_MAGNETS+CANCELLATION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E;d1:B+C+D+E;d2:C+D+E;d3:D+E
80,campaign-080,Field study 080,4,4,5,1,2,75,94,ACCEPT,3,4,5,1.000000,0.375000,0.125000,5,24,4,0.833333,12,3,12,0,11,4,0,0,10,41,12,41,0,0.000000,13,0,37,21,27,0.777778,1,9,Weak ordering,5,4,1,1,1,0.200000,0,1,1,41,4,1,1,1,1,0,1,0,8,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.750000,1.750000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,6,5,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:B+C+E;d1:C+E;d2:C+D+E;d3:D+E
