level_id,difficulty_band,grid_size,rows,columns,arrow_count,magnet_count,wall_count,object_density,interaction_density,magnetic_relationship_count,average_magnetic_distance,max_magnetic_distance,line_of_sight_interactions,arrow_vs_arrow_interactions,magnet_cancellation_count,polarity_dependent_decisions,polarity_impact_depth,dependency_edges,dependency_depth,ordering_constraints,meaningful_ordering_rate,safe_choice_ratio,meaningful_failure_rate,harmful_decision_density,recovery_pressure,consequence_depth,consequence_breadth,exposure_reveal_count,controller_changes,object_relevance_score,irrelevant_object_count,greedy_solve_rate,random_success_rate,canonical_strategies,commutation_quotient,permutation_redundancy,v4_score,v4_confidence,quality_score,solver_state_count,truncation_status,pacing_status,exact_fingerprint,symmetry_fingerprint,interaction_fingerprint,dependency_fingerprint
"d2-v5-expert-080","EXPERT","7x7","7","7","5","5","2","0.2449","0.2576","55","2.6363636363636362","5","12","30","0","12","4","20","5","4","0.1","0.85","0.15","0.5625","0.2667","5","1","8","21","0.3098","3","0.3333","0.4375","3","3","0.94","35","1.0","84","36","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:57409dc516f62bc9574382f96a2ecab644c3338b81ba4ed013d9d53f1c1266f8","sha256:6118ff3b0e2441c14aa4499142085c3ee0f17da52c0b32044a6a4dcdf4165d4f","dd6993d0edb961a4e7b208e6e1fd8296267f876416c8712a4056aad6e34e0c48","433d3f598330902bdecd17e5a798e7b6369f6e332c4164f8827dfe50f082ae34"
"d2-v5-hard-081","HARD","5x5","5","5","6","4","1","0.44","0.3455","39","1.6153846153846154","4","12","35","0","14","4","25","5","10","0.6667","0.7273","0.2727","0.8571","0.5","5","1","8","10","0.3565","2","0.6667","0.0938","1","1","0.8333","55","1.0","91","18","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:bdef50551915f98afe83ab592a2d5333e0acbd2d91b013079f7615efbf7676a0","sha256:e5ff530c2c730e58d56653b24b23acf81a0d8baaed99dcfc7c46bef31275c55c","60f87763b2986bd2020f2c091e8a72a73d678ce4405a9692dd1bf378adbd37c7","c51a04a94f9f80a4e98a73dbcf34532b0f8eb406c679db0c16773b9e521e2230"
"d2-v5-medium-082","MEDIUM","5x5","5","5","5","4","1","0.4","0.3556","84","1.380952380952381","3","7","23","0","28","4","17","4","4","0.1","0.8551","0.1449","0.7143","0.256","4","1","6","8","0.3033","2","0.0","0.4688","2","2","0.9667","35","1.0","97","40","COMPLETE","PASS_STRUCTURAL","sha256:a08ad16186d4b36aea8df400be6d4ddc9589e73617fe1b3bc8a5b53c0023a2cd","sha256:5e0c406643b791717a185e2e18056c6484b273c4376f5236f6a1218292b11507","24abfd2be62bf79b6b192a8d61ce129ab5eae8ac730ce48a037e26032c91ec53","fd0c369f5eeab6a5f28256386c3282ec548c3fcfb117c1560626e19f00dcc812"
"d2-v5-master-083","MASTER","8x8","8","8","7","2","2","0.1719","0.4182","38","2.0789473684210527","4","12","60","0","20","5","45","7","15","0.7143","0.7308","0.2692","0.7","0.4743","7","2","16","8","0.2853","1","0.0","0.2188","1","1","0.9","61","1.0","90","21","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:e544b015a5dec7d312ed7f52fae4e0bf4fd54be358fce760de643df365e07d26","sha256:83d2754c868eaefeeb2f1684c82346f1fdfc1111a899ad7159b43e277ae356bd","42c0d122a5b9ede7a061390977a5c699264024c468221818b56a7d53b63aab2f","99a1638d0214b9cdcb590b57fc12afedf7922e2dc8fc2a2b7245dffe79b45a30"
"d2-v5-easy-084","EASY","8x8","8","8","4","3","3","0.1562","0.2444","32","2.0625","7","5","18","0","10","3","15","4","3","0.1667","0.8148","0.1852","0.7143","0.2963","4","1","6","4","0.2266","2","0.6667","0.4688","2","2","0.8333","31","1.0","82","20","COMPLETE","PASS_STRUCTURAL","sha256:4d31bda87ab34c63b77d527274597e4c9f86a9bef63cdc94cd8e737328b41794","sha256:28da94bca1eb08117c50d5c7473ce00bdc1352818e6033a93445a81830e880d1","b87721f2af51b1507db9b9df5da0ba1b080decea7d7b0b85b22c86490bbf4595","02c4cc2fa0396ce8250d434f28c72e4f637ae2d09b428275113949727df11613"
"d2-v5-hard-085","HARD","5x5","5","5","4","5","3","0.48","0.1667","32","2.0","3","4","14","0","8","3","12","3","3","0.1667","0.8333","0.1667","1.0","0.2778","3","1","4","0","0.26","5","0.6667","0.375","1","1","0.9167","29","1.0","91","16","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:3f9239834c1294e7c6102faf1de7fae3f80576987cef164e762febf7c8583054","sha256:7da1f6fec16c3870f6ca770f69cfe7d3def1ccc4ef7545ba3f68850616ef334a","9b4eeffbfaeedaa7ca5ac7f2c28c429505dabcaf4da01be8d1e938278af14fef","4c005d642ae8c2e6ac2e9b070240b2957fc681cf61298b5183b3bb80787c9b4e"
"d2-v5-easy-086","EASY","4x4","4","4","4","3","0","0.4375","0.5238","23","1.7391304347826086","3","5","29","0","7","3","25","4","1","0.1667","0.9333","0.0667","0.3333","0.1112","4","3","12","1","0.3388","0","1.0","0.8125","2","2","0.6","20","1.0","97","14","COMPLETE","PASS_STRUCTURAL","sha256:af7b8ec9e7b2bd4d81f1366d60b00c58db1daaac88a1ac472bf1fdcb35c08a54","sha256:12843766ac53b637fdcfde3c9b052c0417ccf04c420e984b9cdcc7c2edc75ea1","36f1579ad7d3c9a950e222bc46f313184aa9b705052d06c6b19b559b38ee9761","d9b5ef2e71831423ccdb3919d1169634be7b3acbf6a1480bf665c0b6f64a4f50"
"d2-v5-medium-087","MEDIUM","5x5","5","5","6","1","4","0.44","0.3636","46","1.065217391304348","2","6","57","0","33","5","45","6","4","0.1333","0.9216","0.0784","0.3333","0.1176","6","2","22","3","0.2428","3","0.6667","0.8438","3","3","0.9302","11","1.0","89","30","COMPLETE","PASS_STRUCTURAL","sha256:bb73b7ab2ce90b5a908a80345bb0756a8365fd773dc898c092ba2c1d36aeccfe","sha256:43aa70a28538ebbe40b4b2d12b2ca3c5dcf080a8add9e42bdca079c72efd7dc4","0949d14bf56a83c8e519fdcc93ca04284f2fd101c7e698904d9984d7d8f8deaa","7840997b5bf94bf3e4c50a4b2106895402b62c6d89d422ec51a786439a40b609"
"d2-v5-expert-088","EXPERT","7x7","7","7","6","3","2","0.2245","0.4545","104","1.8461538461538463","4","11","49","0","66","5","45","7","9","0.2667","0.75","0.25","0.8125","0.4389","7","2","16","14","0.3406","1","0.3333","0.375","2","2","0.95","57","1.0","87","45","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:8f906e875128e76afefef171acb5d69b2b3e3d2c3f38402f145c025ffbf453f5","sha256:fc89fbdedebf1452671ee4881695e0b612646702b78a310ea43476ec4cacac41","fef2587110e4ba7bdb5d2992e5f1026ed5049ec561165cef19ffc8014160067a","ae752a940828a9a98b38d72da9ba2fac4ecb8ca4f25791de3fbdadbe195b642e"
"d2-v5-hard-089","HARD","7x7","7","7","5","2","2","0.1837","0.4167","38","3.1052631578947367","6","8","37","0","20","4","32","5","5","0.5","0.8182","0.1818","0.6667","0.3333","5","2","14","8","0.3158","1","0.3333","0.5938","1","1","0.9","51","1.0","87","20","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:ad226cab99dc2c351035a0ad13893bc843c53dc5cf48238989f2344f5047617d","sha256:9f4194acd9e53fac270efa3c57781d18085bcf17835b9d3f63c3a13e94974cf0","b12093c924bd529a9351cbfeb34349953d8264165397c11ea7f223641f1bd828","fa8060ac054e3bbccae0b7ce923276d3009cba613ac3f2da9190437b8051742b"
"d2-v5-medium-090","MEDIUM","5x5","5","5","5","1","1","0.28","0.619","17","1.6470588235294117","3","5","50","0","14","3","45","6","3","0.3","0.8889","0.1111","0.5","0.1481","6","2","24","2","0.3653","2","1.0","0.4375","2","2","0.6667","25","1.0","89","13","COMPLETE","PASS_STRUCTURAL","sha256:c167bf3c544977eb618ce4e5eb4a6caf6dd2d09f3949d86200cdfdee78e06d27","sha256:bfdf105ea4682887ada8e461a2fc84e6c288d8f0f30bccb6366a39fcff9c846b","f8920c83b715f65e1d58f97d3c8c6a618b7e03273de57d2f6befed2d3f62839d","376f42b038500bffbc8675d1e1688e76eed1eba2883577916ee503afb3a4b54a"
"d2-v5-master-091","MASTER","8x8","8","8","5","3","2","0.1562","0.3333","40","1.8","3","4","26","1","16","4","21","4","7","0.3","0.7","0.3","1.0","0.5667","4","2","6","4","0.2989","3","0.6667","0.1562","1","1","0.95","48","1.0","81","32","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:64be84657add5ae75c61c2332cfcb023d02d743049839073e49dfc1988525692","sha256:1b557911c7893c253134070d5060838b525583f7ca1a9b53be2b5270fb2246ca","da621c44ca5e23a47589e7386e37a965fb5f71ce6a05d842e1ef337ffb5e4655","e1ccb8091568810247972b3808a9c80a004549bcc098cefc1c9cb25fb4b46bc5"
"d2-v5-easy-092","EASY","5x5","5","5","4","2","1","0.28","0.5238","32","1.25","2","4","20","0","16","3","20","5","3","0.1667","0.8333","0.1667","1.0","0.2778","5","1","8","0","0.2588","0","1.0","0.4062","1","1","0.9167","31","1.0","89","16","COMPLETE","PASS_STRUCTURAL","sha256:68c13fa12584245ece493b45d522eeac0f1b169fc3fd5efc3b7b20b52eef5674","sha256:57c466702cff8610aef216465bb1800dae79ca437512c89dc9a5e040a07dbb1a","beee212710273dd387cd73ae5c6b9893f7e4b252497862109297aeec3f8f806c","56f8260934fcdba0894fd78dd99bf2cf62077381e3d8a1ce04f2640ad96ffb3c"
"d2-v5-hard-093","HARD","6x6","6","6","5","2","4","0.3056","0.2545","14","2.7142857142857144","5","8","27","0","10","3","24","5","6","0.6","0.8667","0.1333","0.5","0.2","5","2","10","4","0.3169","3","0.3333","0.5","1","1","0.8","39","1.0","79","12","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:6597fc237cdcfdcfcc7c46f71755b311c8e2179e4a44e6588ccbaf40159a0bf9","sha256:86aa8844bd37638e00ca0f347f6afaad4ff24b394abec713fc9bf9792a4bbe25","d244a3170a965235eaed10909c5f4e0b0314343ca503620332534283cae2c064","66b334336c07fc01fa464a6d6926933fed79a92aa7142c4ae80166407d698362"
"d2-v5-easy-094","EASY","8x8","8","8","4","2","3","0.1406","0.2778","20","1.3","2","4","19","0","6","3","16","4","3","0.3333","0.8","0.2","0.75","0.3333","4","1","6","0","0.1967","3","0.6667","0.5312","1","1","0.8333","37","1.0","82","12","COMPLETE","PASS_STRUCTURAL","sha256:07f77959f577730b3603dfa34e70bc647156a885eb44c46494b5458593cc5f10","sha256:a168f737adcdb72976dd073b769946a08237921449a3c0bc689fe1930c268fb7","0a62141a13a67707c721cde6e0fec010519d68afcf611a512da252b39bee6947","9fd2b1ab7cca2e1c1af11dcc284345f9acd0859c9fdfff8bfe23a6370215758d"
"d2-v5-medium-095","MEDIUM","5x5","5","5","4","2","3","0.36","0.3333","17","1.1176470588235294","2","7","20","0","8","3","20","4","3","0.5","0.8333","0.1667","0.6667","0.25","4","2","8","2","0.3858","1","0.0","0.4375","1","1","0.75","54","1.0","87","10","COMPLETE","PASS_STRUCTURAL","sha256:b498bc404ac1711ac12e015bcf3bfc1761c8635530b53cd7fd1c11b2581c8cdd","sha256:99152fb9f4324cc035722fbccb1a05a25c83edd1ea3ff34872754f020d9b3a4e","95341d742ec31e9b72cff535f852c89e04a4ba7f8fb65d1c80a2e5f36f55c8e0","994b11ecc3a4f516ffddcf6034341d858f485cb5aa5cd528060219d2fd10f8c6"
"d2-v5-expert-096","EXPERT","8x8","8","8","6","3","2","0.1719","0.3818","40","2.4","4","5","40","1","16","5","31","6","9","0.4","0.6667","0.3333","0.8","0.6851","6","2","10","4","0.2819","2","0.3333","0.2188","1","1","0.95","53","1.0","83","32","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:67704350bfceecbcbe8026287f08088f9c9528f2e770328ce6b40073a209a9bb","sha256:60f9e3a66d1e1ee128d916ec8c2cd37fe7e0c4f46c7f2a818a3b8c9ef0da2f65","fce16c80227afa90bc85d445807d6d6b24e1b887869bd88732152e782a877dbe","50663d14c449ac54726f5578d8ef9d4b2aab0edd682007f134768aa8e57ee352"
"d2-v5-hard-097","HARD","6x6","6","6","4","5","1","0.2778","0.2444","32","1.75","4","5","14","0","8","3","12","3","3","0.1667","0.8333","0.1667","1.0","0.2778","3","1","4","0","0.2637","2","0.0","0.5938","1","1","0.9167","35","1.0","85","16","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:2f24f52994a757b038aa2c977ee44b0eedf699cb1999a5f6672a477844efe08a","sha256:2e3e39b0b692ccab6369c932990a3211328d38f9ee03ce00584678aee8ec9cb2","f5d5ec3d3968bea0819e6a5f0f2f83b96b4dc2fbc55efc7c6044f4c47f099d5c","27ce7ae5ededb18c169408e9bf7c4db18a37d7b42f92a576e4540e516eb950ff"
"d2-v5-medium-098","MEDIUM","5x5","5","5","4","1","3","0.32","0.3571","12","2.0","3","3","18","0","6","3","16","4","3","0.3333","0.8","0.2","0.75","0.3333","4","1","6","0","0.3189","2","0.3333","0.5","1","1","0.8333","47","1.0","88","12","COMPLETE","PASS_STRUCTURAL","sha256:b9283c8746ac796d54175da922b7c456acdf9167212e75ba24fc3a99da054508","sha256:ff9975bb6e879b8e6784061f79d03ca1c238ded75f0544110b8498faeadd0eb0","97ebb1d35a674771d5a4789d86af968529dd04d3f60c457bd2eee5add8ca2ceb","9ad528d689422f1f73893dc5ad9dab71389987e3f6e88de47e5402506eb4b6f6"
"d2-v5-master-099","MASTER","8x8","8","8","5","4","3","0.1875","0.2576","40","2.5","4","7","20","1","4","3","13","3","4","0.3","0.7778","0.2222","1.0","0.4074","4","1","4","8","0.336","4","0.0","0.25","1","1","0.95","47","1.0","80","24","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:ac4f00a486a257f1c97a4cbed757bff7dba225ce7df189f8b0d7b3e5a8321579","sha256:1328f4c8d231b5d5c19f24f3b24d15c74928fd605ddbeff0e0af06e1ce5f530d","833dfc6a611f2cb11f007c4f1df548ece8658d733ae2707c07d1b25523e593ba","d5e36811048927586d7e6155f657cc59eefd1e180de123b1eb4aef6ab253072b"
"d2-v5-easy-100","EASY","5x5","5","5","5","2","0","0.28","0.4762","8","1.875","3","10","27","0","4","2","21","5","9","0.9","0.875","0.125","0.5","0.1667","5","1","8","2","0.4043","0","0.0","0.8125","1","1","0.5","38","1.0","84","8","COMPLETE","PASS_STRUCTURAL","sha256:e74d2464612f381beda40816f75159b7d7fb864fb3a783332797e88b20085b2c","sha256:9cbaf0825df9634edaa0b301156028c06b9806698ad95be40a2cb6a69505d0ad","240abf46167d3c62060952de94e1e5ee32ebc2657520718877c8a4bc18a20bcd","874dc7c2e7469d6baedc27cb6424b0031f78c35f5a93aa3e9ec70102baf3b693"
"d2-v5-hard-101","HARD","5x5","5","5","5","3","5","0.52","0.1923","26","2.0","4","9","24","0","8","3","14","4","3","0.3","0.875","0.125","0.5714","0.2083","4","1","4","8","0.1903","5","0.0","0.5","1","1","0.95","34","1.0","87","20","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:bb1e17a943ce045f9e7cd2bb72c4b33de1cf8abfcaf1ac08fa68e578c05bf32b","sha256:f339641a170c1490c3a9a09ba0952e14c4122f8d62c68044b0ce9648ef164783","020dd6f0a9121b7ab3acbbe5a5633d07442f17f797aeab2d43d676c786bfb64b","597c2bbb13063ad5251e7864955a0c13ade6cc55776d51f453e14c8789ac63be"
"d2-v5-easy-102","EASY","5x5","5","5","4","1","5","0.4","0.2444","12","1.3333333333333333","2","5","12","0","4","3","8","3","3","0.1667","0.8333","0.1667","1.0","0.2778","3","1","2","4","0.3069","3","0.3333","0.5938","1","1","0.9167","44","1.0","86","16","COMPLETE","PASS_STRUCTURAL","sha256:ed07976ca3667a022a7ffbb347bfbc495d2dc3fc7f1080fa091172831a4cf62e","sha256:a33613884ece13fecf91af572f351dc7b70333a599a37a85b92b3ec8f53fa634","ec71170ef30307c30cd51e5ac9c5adeded7a5f6d2cf1345019de2d8afe081983","0364afaeb2f3f0892610b0f7a505adca46813760571645ee196a12a173b6f67c"
"d2-v5-medium-103","MEDIUM","6x6","6","6","3","1","4","0.2222","0.25","6","1.1666666666666667","2","4","18","0","4","2","19","4","3","1.0","0.75","0.25","1.0","0.3333","4","2","8","1","0.2234","3","1.0","0.4062","1","1","0.0","49","1.0","70","5","COMPLETE","PASS_STRUCTURAL","sha256:011fcbb18b25e8e81ed39acd3877b9a3091775234795c28bcaf9eee5d33b8ff3","sha256:c9e5fccadc8c2e0b4e812aaa8f4077c9f02c39493868b28eb631a4f977973340","adfdef17f8490387f1c7a1564f6fb7398765c5a6120ed1cfe18f014844543114","045225420ffc212b28425b60eacb7bb18a971761e6eeb1b9daaf9507c51c5f7b"
"d2-v5-expert-104","EXPERT","7x7","7","7","5","4","2","0.2245","0.2909","58","2.896551724137931","4","9","27","0","24","4","22","4","4","0.1","0.8667","0.1333","0.7273","0.2444","4","2","8","4","0.2103","4","0.6667","0.3125","2","2","0.95","30","1.0","86","36","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:9a90aaaf956a2ac348befb57add1ba8a9b3211894b51607b147ce1bc0cdb6237","sha256:4b6b77d0a7059709c77f321a4ca006bd329e84cdc47e6ea30d5e5934387dea0f","111a6f398c284f30d29201e658011ad709b70a84e23f354b49ecc7596a750233","bb330f32d49aaa5e38b1d4016f0ac2f03d68047180e319521847a0d4adaebd69"
"d2-v5-hard-105","HARD","8x8","8","8","4","4","3","0.1719","0.2","16","2.25","3","6","14","0","2","3","11","3","3","0.5","0.8333","0.1667","0.6667","0.3056","3","2","4","2","0.3207","3","0.6667","0.5312","1","1","0.75","37","1.0","80","12","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:d60023d053c8054af0a8de840f679bebd591bc14a4f1770d584b95e7b776fcf4","sha256:db2a2ab0fe84f0964af957e989b673b7e0efd6c09edd282af636eda535a5c912","c0b5012c437c68ae7e4140f4d37da366048367b8b43c4ad74a996ec468d386c0","038fc6da00efedd06824180e8866cdbb594bacf20921e072b915d3aeddb4595f"
"d2-v5-medium-106","MEDIUM","5x5","5","5","3","1","2","0.24","0.4667","8","1.0","1","3","10","0","4","2","11","3","2","0.3333","0.7778","0.2222","1.0","0.3333","3","1","4","0","0.455","1","1.0","0.5312","1","1","0.6667","39","1.0","82","8","COMPLETE","PASS_STRUCTURAL","sha256:3dda7b857f63256c53c5639bde50fd88d23dff8465332d6a16998916f90706c7","sha256:5a280320e9e2c263b68c94a7c90fbd65335d11c99cf31a90b1b846c7c412a5dc","a1bdf504e43036ce0a1e1adc008d3298673ccb7c92d02b22ba9dfed3a0b2a9b0","1297acfcca3627e22f479bcb1b710cf8328457564705fcec98a88966c02ef65c"
"d2-v5-master-107","MASTER","8x8","8","8","5","3","2","0.1562","0.3556","28","3.607142857142857","5","7","30","0","17","4","25","5","4","0.4","0.85","0.15","0.6","0.25","5","2","10","8","0.3355","2","0.6667","0.5312","1","1","0.9","38","1.0","83","15","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:3e1f1554148d618a86556727887764b21ac3df53e289ac56ba3bad9d37b7b9b5","sha256:b6a344cec7eb638ee81de6ac33be945c6e46be5bf82456e0ebedb5267a25a9d5","564220c3a73336467f464d7760c50ddfc1d58e750327368f7d4b11705cf5edbf","e21fa36ae091300754586a4a6b9e0acd46ab101394dad62f69a33c6915c0c59b"
"d2-v5-easy-108","EASY","5x5","5","5","4","1","3","0.32","0.3571","14","1.3571428571428572","2","6","32","0","10","3","31","5","5","0.8333","0.75","0.25","1.0","0.4167","5","2","14","4","0.2461","2","1.0","0.5312","1","1","0.5","48","1.0","81","10","COMPLETE","PASS_STRUCTURAL","sha256:df8b00c68aa93e1d5e5faa5081f70a6dedc6812cdcac97aae036b6bb468106d0","sha256:44cca2862cb8a6a2bcf3b7efc3fa87f37bbc4c8b1f453ac85c2c161931714cec","248716ead3b27291a63cf9ffd47e52c8cb2eadd04e21d3f99d44f9151c20be29","60c37996479ed876e2c2bd804e4f15ac437ba69fd6fd01eb7b8df1d434c77d92"
"d2-v5-hard-109","HARD","5x5","5","5","5","5","1","0.44","0.3091","41","1.853658536585366","4","7","23","1","10","4","18","3","4","0.4","0.8519","0.1481","0.4444","0.2468","3","1","6","4","0.3813","4","0.6667","0.4062","1","1","0.9333","29","1.0","90","18","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:a0e56844ec1eea711e9c909eda9fd4ee285055a44220fa2cbe007959da4e200c","sha256:f4605f95e670be004e3fbc358c06def656934f459c6c94bdd21db2c1011e3f0f","abd02ad3284f31164f252c2fb5ed3c5bbb0dacec01fdb417fa30823b5ca4ac37","5a27ff648fb09146056161e699128dcd6e4530b0879fff064b12b75a577fe542"
"d2-v5-easy-110","EASY","5x5","5","5","4","3","0","0.28","0.5238","24","1.1666666666666667","2","6","19","0","6","3","16","4","3","0.3333","0.8","0.2","0.75","0.3333","4","1","6","0","0.4102","0","0.0","0.5","1","1","0.8333","47","1.0","90","12","COMPLETE","PASS_STRUCTURAL","sha256:46ab305f088c4d210300772f284c5221e578abdea254e659781f9bdda5d82282","sha256:4cd4decb267e103c858dc9bf8cecebf62b6283a2428a709bc3e3293e0c3416e0","abd1dbc8d9320b8d4fb1bbeb013f39c0efc0dd89afe7eb07419f4af5564676a3","b8653a7a43fc5e6e01a444f6a9f0636e57c34454c6d78ad6925223749573897f"
"d2-v5-medium-111","MEDIUM","5x5","5","5","4","1","3","0.32","0.3571","16","1.0","1","3","14","0","8","3","12","3","3","0.1667","0.8333","0.1667","1.0","0.2778","3","1","4","0","0.4043","1","1.0","0.5","1","1","0.9167","31","1.0","89","16","COMPLETE","PASS_STRUCTURAL","sha256:607db945a8af95e3d5afe8771ed64a4ca6355bfb4b1324e8f296696aed8cd7af","sha256:84ce73cd1a0a60e57bffc92bed1345f9534a356ebbab655e88ff906681e62bde","406b1da2dd59ea1edf4a81588750bb9daa0a8f5e741016ca880e3576e27a7512","d40e9b537da59c488fc943941a0ff7081f207d5d33fdf7c4ab53024ecc184075"
"d2-v5-expert-112","EXPERT","7x7","7","7","5","4","2","0.2245","0.2909","34","1.7058823529411764","3","7","33","1","16","3","29","5","6","0.6","0.619","0.381","1.0","0.6667","5","2","10","12","0.2742","4","0.0","0.1562","1","1","0.8","67","1.0","81","20","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:62054285e630deed01e91a996befb26dce6987455543a7481b503d01e7254489","sha256:106c01119eaa5839edde3f12d6ca651b905b62941f4c3cd9650db674c3425c77","6c19a7d57433d944de255b23f0c145ee6215743b18d5a877adb3612ff8053445","b21fa1dfbab58a37a9a03cea0954de118e39c2d2a610ae9bfd630aa22c6e805c"
"d2-v5-hard-113","HARD","5x5","5","5","6","4","3","0.52","0.2436","30","2.0","4","12","35","0","14","4","25","5","10","0.6667","0.7273","0.2727","0.8571","0.5","5","1","8","10","0.2495","4","0.3333","0.0625","1","1","0.8333","50","1.0","86","18","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:8debe41d5d3c0159ba1d4d1e84746c787d617f325d7b0da26f9f93ef0cc7f04a","sha256:ff693f80023f69d540d3dd073bfcac1a440820a11790fe274f2099805f5c7cb8","fc6451c009c499fc4c36d275b6669b77d5a8d824576415310c120a571aa3557a","22f2e2f4f799bd2d2546080462f6de6ca2ea3cbfd7d5e8a3e16b11ae56e7f661"
"d2-v5-medium-114","MEDIUM","8x8","8","8","4","3","7","0.2188","0.1429","16","1.0","1","6","14","0","8","3","12","3","3","0.1667","0.8333","0.1667","1.0","0.2778","3","1","4","0","0.2719","6","0.0","0.5312","1","1","0.9167","38","1.0","83","16","COMPLETE","PASS_STRUCTURAL","sha256:1faa47b123ccc957860ad22eb6727bb92ffd0e3be7f343cb5d4385ee29bbc151","sha256:243f5e77d3f8bebc89ea242880719b1962d69108d36e87b07eb3bc20aa9052e4","5ea91b812fab244eb574886e326388d9d6a7dfde4feed99dc7b85f62d802dde8","272175582e25f902c25e5bd0375c6308c687cbad6d44abab588ffe7e0c5bfb1b"
"d2-v5-master-115","MASTER","8x8","8","8","5","3","2","0.1562","0.3556","40","1.8","3","4","26","1","16","4","21","4","7","0.3","0.7","0.3","1.0","0.5667","4","2","6","4","0.2895","3","0.6667","0.1875","1","1","0.95","47","1.0","80","32","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:248df9cf7206762fce4bb6433da480d349699bbe8efb917bbdb41d0138384fac","sha256:3f4b8bab4daca13965030be772a851f4651f76bbca327ee78a63a5424a1eb74a","84e8173fc8c457abfa07691cfd66530864d934654dc9df652fc55c2d543561b9","d389b49e1cfc0507817532d1dccf093298357c1fa62c8f0101e16b4d62ef0951"
"d2-v5-easy-116","EASY","8x8","8","8","5","2","5","0.1875","0.2273","18","1.0","1","4","26","0","8","4","20","3","3","0.3","0.875","0.125","0.5714","0.2083","3","2","8","0","0.2336","4","1.0","0.4688","1","1","0.96","28","1.0","80","20","COMPLETE","PASS_STRUCTURAL","sha256:f8eace641b1c3e51cedf2b4672077f229e53453da11f85707974b58750826758","sha256:6654ce490aafd6dfcbb06ccac46e48301b4c0cd09030f8f12594088565213c86","31f6f4f712fdc750516db995708f5e603bae2df44b2916d5408998de2f1edf93","17877e013e7c2a2aacce749235ca18224fb443374ccff83a84f8318675048d48"
"d2-v5-hard-117","HARD","6x6","6","6","4","3","4","0.3056","0.2","24","2.0","4","4","14","0","8","3","12","3","3","0.1667","0.8333","0.1667","1.0","0.2778","3","1","4","0","0.371","4","0.0","0.5312","1","1","0.9167","37","1.0","87","16","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:322d17cbe1efd82f8bb30a8dcc0db7f7423ba7b1c379fedbbf4c87caa1436b02","sha256:bc88819f986761886777af74ad23c1b79b966c70e66d2f2011908be02982316e","50daddf1e02feb6548fba21c093bfb49a4fd78e84a569a7ff83a97593c9f2e77","d41921bb0d0413bba9f2cfd08de5a0ee4cdfc5d6172199ffc3f1ba15194a4911"
"d2-v5-easy-118","EASY","5x5","5","5","5","3","0","0.32","0.5714","52","1.2307692307692308","3","6","38","1","19","4","31","5","3","0.1","0.9268","0.0732","0.4286","0.122","5","2","14","3","0.3734","0","0.6667","0.75","1","1","0.9714","12","1.0","95","24","COMPLETE","PASS_STRUCTURAL","sha256:43af0131f3dfbdd98d70e9d1ce75f1deb58309b136b64f7d398efb6e4b3dffb8","sha256:b28dcc89884ffd2377e5277edabf6347e0232239985aa585ed9e4b952904f59d","db7d925be865225aabb94c16320f02a93e135c5c94df704b6e6444c2b58b2f8b","a460ffe40ba0aaf7f99a20354c6f52aba19c9289e785d62995d4596d6c1f90a9"
"d2-v5-medium-119","MEDIUM","5x5","5","5","4","2","1","0.28","0.5238","32","1.0","1","5","20","0","16","3","20","5","3","0.1667","0.8333","0.1667","1.0","0.2778","5","1","8","0","0.2531","1","1.0","0.4688","1","1","0.9167","28","1.0","87","16","COMPLETE","PASS_STRUCTURAL","sha256:b1dded7a1ca50eacd6b85f01b9489d1f4485212e1487efd75173ff85fd4a58bb","sha256:4833e8ed8e1c4a80ea948fee15ab7268f116b80492895798d2540ac111e77838","9ec5406ae4153aa479137799fc2465acd7d22da878d4b8ad8aae0fa784d78f2a","90c61e4b2555a682e30575c86a3f947d4e4255930ca432b14c7a45c3513e6fdc"
