level_id,campaign_number,seed,profile,generator_version,exact_fingerprint,symmetry_fingerprint,board,arrows,magnets,walls,certified_solution,solution_count,solution_capped,difficulty_score,difficulty_band,quality_score,quality_status,quality_reasons,fatal_choice_ratio,forced_move_ratio,average_branching,maximum_branching,critical_constraints,pull_actions,push_actions,polarity_flips,controller_changes,occlusion_dependencies,cancellation_dependencies,wall_dependencies,visual_congestion,solver_states,generation_certification_ms,essential_analysis_capped,attempts,similarity_neighbors,proposed_curriculum_position
m52-candidate-520161,145,520161,m52-mastery-v1,2,sha256:a7432f6f4c5dfb3df0baa0f454e8537510938c0719c1feda68cad1c232fbb112,sha256:3cda40880f570d86581ed7145805e20189a8daae8863fb77044411c6301dbe52,7x7,6,2,5,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1423,64,1,false,1,"m52-candidate-520070+m52-candidate-520108+m52-candidate-520109+m52-candidate-520146+m52-candidate-520164+m52-candidate-520224+m52-candidate-520236+m52-candidate-520287+m52-candidate-520303",145:mastery-set
m52-candidate-520162,146,520162,m52-advanced-continuation-v1,2,sha256:f8cc3e3199cc013b991c8143daf3c1210e014c6d01dda7627393ebb7aa63c937,sha256:dec8617503a265094addc8850b9a08743f2d8ab6654f3cb71544ec56e6488691,6x6,3,1,5,"B+A+C",2,false,60,Medium,89,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1597,7,0,false,1,"m52-candidate-520076",146:mastery-set
m52-candidate-520163,147,520163,m52-advanced-continuation-v1,2,sha256:409e5c83235550bbcfa43c131c2967288cc4b919d04b93a08e7fcc993718d570,sha256:fe0505bf4d76d9859171db9843c1b881b7533204738121f793ca2312cd48f427,7x7,5,2,6,"A+B+C+D+E",60,false,37,Normal,98,ACCEPT,"",0.0000,0.2000,2.8000,4,0,1,0,1,0,0,1,0,0.1987,24,0,false,1,"m52-candidate-520054+m52-candidate-520087+m52-candidate-520145+m52-candidate-520216+m52-candidate-520217+m52-candidate-520295+m52-candidate-520334",147:mastery-set
m52-candidate-520164,148,520164,m52-mastery-v1,2,sha256:afe9a4a1aad356ecfec1c6ce61bafe2a96b9adc6508112f47430aaf3e4108ae2,sha256:a0a621e8d1199e5bc363d9eeab058458206d74fb58b7a0d832275882bddf886d,7x7,6,2,5,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1487,64,1,false,2,"m52-candidate-520070+m52-candidate-520108+m52-candidate-520109+m52-candidate-520146+m52-candidate-520161+m52-candidate-520224+m52-candidate-520236+m52-candidate-520287+m52-candidate-520303",148:mastery-set
m52-candidate-520166,149,520166,m52-advanced-continuation-v1,2,sha256:60b868fd86a05829bcf5e948f3bd643fef9354cb0aac9e7d5123915b9b753eaa,sha256:eea5ec7d2acdf08578b744ee017c546fc44e35b585fbfa57846e6e2bec1d63c2,7x7,6,2,7,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1650,64,1,false,1,"m52-candidate-520068+m52-candidate-520114+m52-candidate-520155+m52-candidate-520176+m52-candidate-520196+m52-candidate-520221+m52-candidate-520233+m52-candidate-520241+m52-candidate-520323+m52-candidate-520332",149:mastery-set
m52-candidate-520167,150,520167,m52-mastery-v1,2,sha256:8c3b567bf33db1f1edce3fb125ed4682217f7fa5d7322723ba63447a1211b767,sha256:9eabac849850e503f44e1a4730cb085d6b8efe115f3676a5f29476ee1e8724eb,7x7,6,2,6,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1593,64,1,false,1,"m52-candidate-520050+m52-candidate-520073+m52-candidate-520116+m52-candidate-520125+m52-candidate-520130+m52-candidate-520242+m52-candidate-520251+m52-candidate-520263+m52-candidate-520294+m52-candidate-520308",150:mastery-set
m52-candidate-520168,101,520168,m52-advanced-continuation-v1,2,sha256:bd184756c4cec66adf1e28cab11981287082764a5aa0215e64914a8287306a09,sha256:0f4b31b05890a9a502c2f1859c5e2525c1458db94446e3b961481d083cfdcb10,6x6,3,1,7,"B+A+C",2,false,61,Hard,89,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1755,7,0,false,1,"none",101:reorientation
m52-candidate-520169,102,520169,m52-advanced-continuation-v1,2,sha256:cf5bd3277f77c765343e68b0d781dacd3f90e19bc134740bb3047d06046125f1,sha256:fd5438091f176f365b6ba0713a37e95c76db7428c829021ca0d36bc405a48353,7x7,3,1,6,"B+A+C",2,false,60,Medium,90,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1298,7,0,false,1,"none",102:reorientation
m52-candidate-520170,103,520170,m52-mastery-v1,2,sha256:4aa589665ea50b9a738fce269f5587baa2643d413ea44c51431de6bff0eeb4ec,sha256:bcee32e65126df22a2ab56080ff9c1c1283e079fb3b975422e6b287a99ff4870,7x7,6,2,7,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1673,64,1,false,1,"m52-candidate-520011+m52-candidate-520218+m52-candidate-520227+m52-candidate-520252",103:reorientation
m52-candidate-520171,104,520171,m52-advanced-continuation-v1,2,sha256:dd9a41d9d09fc68ad825a9b0953e4a6411be3fc4a31df10d6ec6a32e7ee190b6,sha256:76ff6aa0e17dcf436943902dfb2f28afe9ecc0ac3f6a02629f8c32c86fa0f70d,7x7,3,1,5,"B+A+C",2,false,60,Medium,90,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1196,7,0,false,1,"none",104:reorientation
m52-candidate-520172,105,520172,m52-advanced-continuation-v1,2,sha256:f424f4e775bc65d41f562c1c993e91b6d29dd272d4a5a6cdafe79213a3462059,sha256:31d3aaf8725af32ef1d970b08c4eefb5b86b37fc4916d9eae67792fa9d8dd75b,7x7,6,2,3,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1259,64,1,false,1,"m52-candidate-520056+m52-candidate-520131+m52-candidate-520143",105:reorientation
m52-candidate-520173,106,520173,m52-mastery-v1,2,sha256:360d71095f0379d092c5c86e8f544ea9e2f57bfbd6b0c7a122faf7f3b27b64e2,sha256:ce4fdc85155a24ab021d941a4597f9e21e8f0131af0f699a32a7706a890650b1,7x7,6,2,7,"A+B+C+D+E+F",64,true,49,Medium,98,ACCEPT,"",0.0000,0.1667,3.0000,5,0,2,2,4,1,0,0,0,0.1650,48,1,false,1,"m52-candidate-520047+m52-candidate-520084+m52-candidate-520127+m52-candidate-520140+m52-candidate-520149+m52-candidate-520157+m52-candidate-520212+m52-candidate-520290",106:reorientation
m52-candidate-520175,107,520175,m52-advanced-continuation-v1,2,sha256:a4654d5ed11c1ffc6ac471b57d64f9945f9016e13adfcb726f232158cd36dac9,sha256:86aedbe93cbffee2593f81bc9faed735436e88dc2749f9ce824ece4c87026b4c,7x7,3,1,3,"B+A+C",2,false,60,Medium,90,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1310,7,0,false,1,"none",107:reorientation
m52-candidate-520176,108,520176,m52-mastery-v1,2,sha256:40b8665b0abc64db90ab559096cab715fb46e62dc69e48d8cefe68d55a440342,sha256:9a712abf0b716c7dca822ddd6b80d6b4cf39b6da50708151616e2397b29de5c3,7x7,6,2,7,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1650,64,1,false,1,"m52-candidate-520068+m52-candidate-520114+m52-candidate-520155+m52-candidate-520166+m52-candidate-520196+m52-candidate-520221+m52-candidate-520233+m52-candidate-520241+m52-candidate-520323+m52-candidate-520332",108:reorientation
m52-candidate-520177,109,520177,m52-advanced-continuation-v1,2,sha256:6c727f04bb72bc3fda298366f545ff928c556430a0fea9fd3f4c9c068094ebbe,sha256:d8040c7c245c1a7966ca3b4eb3f33093a58d23e85f2a94ae1008251dfea30943,7x7,6,2,6,"A+B+C+D+E+F",64,true,48,Medium,98,ACCEPT,"",0.0000,0.1667,3.1667,5,0,2,1,3,1,1,0,1,0.1566,48,1,false,1,"m52-candidate-520022+m52-candidate-520032+m52-candidate-520266+m52-candidate-520269+m52-candidate-520299+m52-candidate-520314",109:reorientation
m52-candidate-520178,110,520178,m52-advanced-continuation-v1,2,sha256:777d0d16746254379a38589780c28914889b09206b45833ca1312e628bc34b69,sha256:f3e342918f7309af0060a3ad0c7b9e607df025190045f858c6d8738ac962486f,7x7,3,1,6,"B+A+C",2,false,60,Medium,90,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1298,7,0,false,1,"none",110:reorientation
m52-candidate-520179,111,520179,m52-mastery-v1,2,sha256:7f178495513bc2dbfbcdd31cd1dcf659e6ca5c10cc69d29acea7d462d02a9002,sha256:494cafc08cb4fee5eb8878ed0fce377c3b9eb676f9647a3e0a5e9b7a2db07678,7x7,6,2,6,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1621,64,1,false,1,"m52-candidate-520030+m52-candidate-520031+m52-candidate-520037+m52-candidate-520038+m52-candidate-520081+m52-candidate-520095+m52-candidate-520110+m52-candidate-520112+m52-candidate-520141+m52-candidate-520199+m52-candidate-520245+m52-candidate-520258+m52-candidate-520275+m52-candidate-520305",111:crossfields
m52-candidate-520183,112,520183,m52-advanced-continuation-v1,2,sha256:b47c7cf4a12cfeae852a0a6a4bda8a7de55728fd0fe85595dacfc04d42694af7,sha256:6b9021ab0c97b01b9871e04ef2ab3c42f31f092eba87909759f843ba12000575,6x6,3,1,3,"B+A+C",2,false,60,Medium,89,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1567,7,0,false,1,"none",112:crossfields
m52-candidate-520185,113,520185,m52-mastery-v1,2,sha256:96b6535bc1a7d8bcbde1528c6617fade2222253214bc7ed53f46275401afa081,sha256:94668ea7ed7bbf69782a3e244132eb060525597d17d771254a1bd995f1494ec1,7x7,6,2,4,"A+B+C+D+E+F",64,true,49,Medium,99,ACCEPT,"",0.0000,0.1667,3.0000,5,0,2,2,4,1,0,0,0,0.1376,48,0,false,1,"m52-candidate-520005+m52-candidate-520074+m52-candidate-520077+m52-candidate-520105+m52-candidate-520119+m52-candidate-520206+m52-candidate-520235+m52-candidate-520311",113:crossfields
m52-candidate-520190,114,520190,m52-advanced-continuation-v1,2,sha256:4226459a3c173e11a2b78f0d8b27b54f7dea5b0b414c089703325f668971e956,sha256:6c3df3310acc373725cf9af03d3c0a7168f0ab93ca7dac0a8c96d273857ba9a1,7x7,3,1,6,"B+A+C",2,false,60,Medium,90,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1298,7,0,false,1,"none",114:crossfields
m52-candidate-520192,115,520192,m52-advanced-continuation-v1,2,sha256:b74770ca3eea2bafea7ab8df8030d59551b7c0ade3d09d3077f3fb71ff4e796d,sha256:044ee617721bdb3eca4ef6cfc4ad88b966b489f8e362cb24232f4cb3b533ebbf,7x7,4,1,7,"A+B+C+D",4,false,68,Hard,88,ACCEPT,"",0.6000,0.5000,1.5000,2,2,2,2,4,0,0,0,0,0.1376,15,0,false,1,"none",115:crossfields
m52-candidate-520194,116,520194,m52-mastery-v1,2,sha256:18509c746a6b27fdf0a2f739b2b3ae728aaee397ba4a978fd4f0454ec8ed4aca,sha256:3a46ed4bcec224ba7159275cbc6f537f1bf4d6b0046f925344112dd333446511,7x7,6,2,4,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1338,64,1,false,2,"m52-candidate-520099+m52-candidate-520317",116:crossfields
m52-candidate-520195,117,520195,m52-advanced-continuation-v1,2,sha256:ee0734ba80cabf56af82627f27c52459b2541a0342b1b7186cef3a28a3d4ef4b,sha256:1d38dec6fc3874c21fdc0cf3069f4ec05c6b6b4203452642828d7b75e80ea7ad,7x7,6,2,5,"A+B+C+D+E+F",64,true,49,Medium,99,ACCEPT,"",0.0000,0.1667,3.0000,5,0,2,2,4,1,0,0,0,0.1487,48,0,false,1,"m52-candidate-520039+m52-candidate-520044+m52-candidate-520058+m52-candidate-520089+m52-candidate-520137+m52-candidate-520144+m52-candidate-520156+m52-candidate-520229+m52-candidate-520296+m52-candidate-520341",117:crossfields
m52-candidate-520196,118,520196,m52-advanced-continuation-v1,2,sha256:b42f1a5efdee92f071db146a9939d0a5d1d653d152aaa31c18de3896746180d4,sha256:2fe94333a4492449bd8004c5f29703ce236f3942298e60b2386c03c832e16a0a,7x7,6,2,7,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,1,2,3,1,1,0,1,0.1721,64,1,false,1,"m52-candidate-520068+m52-candidate-520114+m52-candidate-520155+m52-candidate-520166+m52-candidate-520176+m52-candidate-520221+m52-candidate-520233+m52-candidate-520241+m52-candidate-520323+m52-candidate-520332",118:crossfields
m52-candidate-520199,119,520199,m52-advanced-continuation-v1,2,sha256:a95e5d220c9ec38bee33c2c372c56d5974e3ffdce53a81e9d26c11ae2031694b,sha256:76ee2bda62e0d3414fc3842374da011997a9ecfc3f726ee0de37c9b48d994736,7x7,6,2,6,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1566,64,2,false,1,"m52-candidate-520030+m52-candidate-520031+m52-candidate-520037+m52-candidate-520038+m52-candidate-520081+m52-candidate-520095+m52-candidate-520110+m52-candidate-520112+m52-candidate-520141+m52-candidate-520179+m52-candidate-520245+m52-candidate-520258+m52-candidate-520275+m52-candidate-520305",119:crossfields
m52-candidate-520200,120,520200,m52-mastery-v1,2,sha256:2074846e7648461c96e0d64bb6bd9f26fc2c7493424b562b228552b4d4871033,sha256:e0b7b93e22f38ffc382b1ec05c2a8d81f16bb157649e1344f64707ca75d605ba,7x7,6,2,4,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1300,64,1,false,1,"m52-candidate-520014+m52-candidate-520024+m52-candidate-520026+m52-candidate-520062+m52-candidate-520083+m52-candidate-520103+m52-candidate-520152+m52-candidate-520211+m52-candidate-520257+m52-candidate-520272+m52-candidate-520328+m52-candidate-520338",120:crossfields
m52-candidate-520206,121,520206,m52-mastery-v1,2,sha256:663ac1175eb06bbc556fb9715777b110fcb5d8feb3f72550ea43d4aedd262062,sha256:a80968e0f6642aca71f5f8c7c2d6b63cb52802daaedf09d4e50b7a2462c98f00,7x7,6,2,4,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1338,64,1,false,1,"m52-candidate-520005+m52-candidate-520074+m52-candidate-520077+m52-candidate-520105+m52-candidate-520119+m52-candidate-520185+m52-candidate-520235+m52-candidate-520311",121:crossfields
m52-candidate-520207,122,520207,m52-advanced-continuation-v1,2,sha256:0a11151fc8ccd54029dba4c63119a451a7602f3d9b5b8b92913c7807f0b5d45b,sha256:a47dae420ac5d9944f4203a9ceed199f983c4118c0736a54878ab784af9bc58b,6x6,3,1,5,"B+A+C",2,false,60,Medium,89,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1597,7,0,false,1,"m52-candidate-520133",122:crossfields
m52-candidate-520208,123,520208,m52-advanced-continuation-v1,2,sha256:e49617213de87eed26c1a54f8263362bf32800ab2c09ec08efe62a4e2944c9e6,sha256:6c6860670d7b9f8e74a5aabd3058109ee23f7cea7da2e454a3be31788b1b2e15,7x7,3,1,7,"B+A+C",2,false,60,Medium,90,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1350,7,0,false,1,"m52-candidate-520298",123:crossfields
m52-candidate-520211,124,520211,m52-advanced-continuation-v1,2,sha256:2610fa58a4f571b76553115a8ca3e7018d06a79c3edabbb572018cb6966aaa08,sha256:7663056ffd237bb8044ac1b2a0cbf54c3f536c045967fabf6667b7f13e595db5,7x7,6,2,4,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1414,64,1,false,1,"m52-candidate-520014+m52-candidate-520024+m52-candidate-520026+m52-candidate-520062+m52-candidate-520083+m52-candidate-520103+m52-candidate-520152+m52-candidate-520200+m52-candidate-520257+m52-candidate-520272+m52-candidate-520328+m52-candidate-520338",124:crossfields
m52-candidate-520212,125,520212,m52-mastery-v1,2,sha256:61737a4bf4db1944fd7a9569704cdcb79657275b73989639500c315b92cf985c,sha256:48b6adc8a2c0c218357edcb83716dc861ef129896a9292fcd62fb8aaade640cc,7x7,6,2,7,"A+B+C+D+E+F",64,true,49,Medium,98,ACCEPT,"",0.0000,0.1667,3.0000,5,0,2,2,4,1,0,0,0,0.1673,48,0,false,1,"m52-candidate-520047+m52-candidate-520084+m52-candidate-520127+m52-candidate-520140+m52-candidate-520149+m52-candidate-520157+m52-candidate-520173+m52-candidate-520290",125:crossfields
m52-candidate-520216,126,520216,m52-advanced-continuation-v1,2,sha256:c4f6c511ff73106fa3875e03d13a31b12a210768dcc8b9016ecb49498d5767c0,sha256:8136155ed4b497ba384f1ae798d9c444471bbfd65ec439db76f54f997231748a,7x7,5,2,6,"A+B+C+D+E",60,false,43,Normal,98,ACCEPT,"",0.0000,0.2000,2.8000,4,0,2,0,2,1,1,0,1,0.1987,24,0,false,1,"m52-candidate-520054+m52-candidate-520087+m52-candidate-520145+m52-candidate-520163+m52-candidate-520217+m52-candidate-520295+m52-candidate-520334",126:polarity-chains
m52-candidate-520217,127,520217,m52-advanced-continuation-v1,2,sha256:94ff1e76752ed72a2f5b34a859c662588293d13bf1b5ed2f864824a39fa35fc2,sha256:4e13456231c2cd8a8f4f499143cf21731a184d59ec297fe66bbb41ab64643427,7x7,5,2,6,"A+B+C+D+E",60,false,37,Normal,98,ACCEPT,"",0.0000,0.2000,2.8000,4,0,1,0,1,0,0,1,0,0.1955,24,0,false,1,"m52-candidate-520054+m52-candidate-520087+m52-candidate-520145+m52-candidate-520163+m52-candidate-520216+m52-candidate-520295+m52-candidate-520334",127:polarity-chains
m52-candidate-520218,128,520218,m52-mastery-v1,2,sha256:033551ec934aab84bb889bf7950e29cb3ab67a2a36388f71ccfd6abe3d7db59c,sha256:3480564d5cf0f00cc198682989c44bdb409d045c231a449973aea9b375c8062f,7x7,6,2,7,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1697,64,1,false,1,"m52-candidate-520011+m52-candidate-520170+m52-candidate-520227+m52-candidate-520252",128:polarity-chains
m52-candidate-520221,129,520221,m52-mastery-v1,2,sha256:9be9f72048d4e38e7d907621a386735c02abb0248fe9731b8777e3f0fc915794,sha256:48f42dfe54e88794463dd935e0b3143dc7443cb6065e9a2a7889f37b2b9a2706,7x7,6,2,7,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1697,64,1,false,1,"m52-candidate-520068+m52-candidate-520114+m52-candidate-520155+m52-candidate-520166+m52-candidate-520176+m52-candidate-520196+m52-candidate-520233+m52-candidate-520241+m52-candidate-520323+m52-candidate-520332",129:polarity-chains
m52-candidate-520223,130,520223,m52-advanced-continuation-v1,2,sha256:343a5ac75104bc6f7e52508659053023811ece78bde4cdbed521e34e593a948a,sha256:de0f67537e57a3e4e2b323e54887231e8e660c801aa2265f1ede96601566d4b9,7x7,4,1,6,"A+B+C+D",4,false,67,Hard,88,ACCEPT,"",0.6000,0.5000,1.5000,2,2,2,2,4,0,0,0,0,0.1259,15,0,false,1,"none",130:polarity-chains
m52-candidate-520224,131,520224,m52-mastery-v1,2,sha256:7dfcba1abc7dd03e576ee58a4835c65548e6d79ca85d1c761b44fe839330ea62,sha256:f0e5786dabe1ce81db8cdedc5536fa4830f086f5d0dcaf06459671c306481ac7,7x7,6,2,5,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1455,64,1,false,2,"m52-candidate-520070+m52-candidate-520108+m52-candidate-520109+m52-candidate-520146+m52-candidate-520161+m52-candidate-520164+m52-candidate-520236+m52-candidate-520287+m52-candidate-520303",131:polarity-chains
m52-candidate-520225,132,520225,m52-advanced-continuation-v1,2,sha256:72356c99b19109ee4f52b0793e119381c84c5abbc3dff1c02d27ac64ecd43701,sha256:6844238c4757bb0e64c6fce7b42741f9663661b85ea3931f0b65214b8ccfc3f8,6x6,3,1,6,"B+A+C",2,false,61,Hard,89,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1722,7,0,false,1,"m52-candidate-520322",132:polarity-chains
m52-candidate-520226,133,520226,m52-advanced-continuation-v1,2,sha256:f45358f5da956c262b83492b9b4c4b2ba27d3b16df7b2ab6d3e52a1cc58196fa,sha256:1befb97ad5354c1bb49a4eb3653a02119cdc5f05e6b2e35813ddc04c67dfd70f,6x6,3,1,5,"B+A+C",2,false,60,Medium,89,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1736,7,0,false,1,"none",133:polarity-chains
m52-candidate-520227,134,520227,m52-mastery-v1,2,sha256:de746ed8a00e0f4b10f771c75964bc4642cd134b521d17974eee145eaff76e55,sha256:016fe0e0ceab4a9dfdb3ef8afa31d6ca17b740ae1e1a7560a8fd83e0b381d93f,7x7,6,2,7,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1673,64,1,false,1,"m52-candidate-520011+m52-candidate-520170+m52-candidate-520218+m52-candidate-520252",134:polarity-chains
m52-candidate-520229,135,520229,m52-advanced-continuation-v1,2,sha256:c26b9d008ff3d23506a5ac5458114275a1ae5e29f746be761c02ba3f2d9a4599,sha256:a81bd68707fab560e7919ab3804ac52b7765768d3427c9d6adefce97d4f6c438,7x7,6,2,5,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1423,64,1,false,1,"m52-candidate-520039+m52-candidate-520044+m52-candidate-520058+m52-candidate-520089+m52-candidate-520137+m52-candidate-520144+m52-candidate-520156+m52-candidate-520195+m52-candidate-520296+m52-candidate-520341",135:polarity-chains
m52-candidate-520233,136,520233,m52-mastery-v1,2,sha256:3ae3029d9ca412bee2e7d592a538ddfcc0f10aa1e4b326d83c9824822b79c146,sha256:8b86927888425e9c85109894770990904d21f7f282900a719e4fb95c93c96554,7x7,6,2,7,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1673,64,1,false,1,"m52-candidate-520068+m52-candidate-520114+m52-candidate-520155+m52-candidate-520166+m52-candidate-520176+m52-candidate-520196+m52-candidate-520221+m52-candidate-520241+m52-candidate-520323+m52-candidate-520332",136:polarity-chains
m52-candidate-520235,137,520235,m52-advanced-continuation-v1,2,sha256:6959d91050b7c3bc07203fd5c9aea6d7a53e2d9b96360ec2ea5df8fb8c760660,sha256:088f3f67f47c280ffccf36956b2991aeb3e63d87c261573e9f07827b943972fd,7x7,6,2,4,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1338,64,1,false,1,"m52-candidate-520005+m52-candidate-520074+m52-candidate-520077+m52-candidate-520105+m52-candidate-520119+m52-candidate-520185+m52-candidate-520206+m52-candidate-520311",137:polarity-chains
m52-candidate-520236,138,520236,m52-mastery-v1,2,sha256:f2a55948692610b05d05e6fc97cbdf95fc080488c1a5b853c8ebf4bda37ddfe8,sha256:480bc5aa0604fd10fe54ce9c555a11b7f03cffad1158ad180e8b98d98abef0a1,7x7,6,2,5,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1487,64,1,false,1,"m52-candidate-520070+m52-candidate-520108+m52-candidate-520109+m52-candidate-520146+m52-candidate-520161+m52-candidate-520164+m52-candidate-520224+m52-candidate-520287+m52-candidate-520303",138:polarity-chains
m52-candidate-520241,139,520241,m52-advanced-continuation-v1,2,sha256:d940f9b80d4c86962f3f520c0ad0430b67ab29c53967a42a36a3247d0f375660,sha256:857a123c10e6e11fb61cb532a087a99ab300079cae7ef3a2d851faab4817b207,7x7,6,2,7,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1697,64,1,false,1,"m52-candidate-520068+m52-candidate-520114+m52-candidate-520155+m52-candidate-520166+m52-candidate-520176+m52-candidate-520196+m52-candidate-520221+m52-candidate-520233+m52-candidate-520323+m52-candidate-520332",139:polarity-chains
m52-candidate-520242,140,520242,m52-mastery-v1,2,sha256:00e390ee562d72dfbbff896807a76ad69803b5fa400d0e3b8b0f07952e73928c,sha256:17c7054379ee453ef9c542c0f410e4506fa229e76da0f769f51050986cecd3f2,7x7,6,2,6,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1593,64,1,false,1,"m52-candidate-520050+m52-candidate-520073+m52-candidate-520116+m52-candidate-520125+m52-candidate-520130+m52-candidate-520167+m52-candidate-520251+m52-candidate-520263+m52-candidate-520294+m52-candidate-520308",140:polarity-chains
m52-candidate-520243,141,520243,m52-advanced-continuation-v1,2,sha256:6fecd89c315263862e7b4d5128a3c8f93fddd8aecd14853da603bc3ba404aa9a,sha256:f347458765fa2f0070a9edfde569dc12d8b0f239c9b0c92f6bea369d1095a87c,7x7,3,1,7,"B+A+C",2,false,60,Medium,90,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1441,7,0,false,1,"m52-candidate-520025+m52-candidate-520277",141:mastery-set
m52-candidate-520245,142,520245,m52-mastery-v1,2,sha256:dd625382bf6901bbb2146aa9c3a08663cfd0c6bb8c156376aa577322777365c9,sha256:c4a26c143dd9b83c72953c76b7c7de636adcbb7de58da432bd7cd8f9e13deb5e,7x7,6,2,6,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1593,64,1,false,1,"m52-candidate-520030+m52-candidate-520031+m52-candidate-520037+m52-candidate-520038+m52-candidate-520081+m52-candidate-520095+m52-candidate-520110+m52-candidate-520112+m52-candidate-520141+m52-candidate-520179+m52-candidate-520199+m52-candidate-520258+m52-candidate-520275+m52-candidate-520305",142:mastery-set
m52-candidate-520247,143,520247,m52-advanced-continuation-v1,2,sha256:71bf16503bd4d491ba0f4044cc2feed9247730b6408e62e129aedfb277c6f459,sha256:766c33a6149e3471362c054f6c610c7e857caee01a5f3e3cb6e0a1f4672a4c7f,7x7,3,1,5,"B+A+C",2,false,60,Medium,90,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1335,7,0,false,1,"none",143:mastery-set
